"Student Counts by School and Grade"
"All Districts, All Schools"
"Trend"

"",,,,"Grade",,,,,,,,,,,,,,
"Norwich School District","=""1040011""","Transition Academy","=""1041011""",0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",444,894,925,1004,1001,"*","*","*",0,0,0,0,0,0,4271
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",0,0,0,0,"*","*",1104,1136,1168,1213,0,0,0,0,5687
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",0,0,0,0,0,0,0,0,"*","*",1245,1235,1256,1250,4988
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",279,1470,0,0,0,0,0,0,0,0,0,0,0,0,1749
"Orange School District","=""1070011""","Peck Place School","=""1070511""",0,0,579,606,618,675,691,711,0,0,0,0,0,0,3880
"Orange School District","=""1070011""","Race Brook School","=""1070311""",0,0,586,607,640,647,667,692,0,0,0,0,0,0,3839
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",0,0,456,488,497,518,521,546,0,0,0,0,0,0,3026
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",241,1428,1575,1570,0,0,0,0,0,0,0,0,0,0,4814
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",0,0,0,0,1624,1697,1688,0,0,0,0,0,0,0,5009
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",0,0,0,0,0,0,0,1708,1698,1688,0,0,0,0,5094
"Oxford School District","=""1080011""","Alternative Education","=""1080411""",0,0,0,0,0,0,0,0,"*",0,"*","*",8,10,26
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",0,0,0,0,0,0,0,0,0,0,1492,1463,1300,1162,5417
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""",208,527,0,0,0,0,0,0,0,0,0,0,0,0,471
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",208,527,0,0,0,0,0,0,0,0,0,0,0,0,471
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",37,546,894,907,917,0,0,0,0,0,0,0,0,0,3301
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*",586,941,900,934,"*",0,0,0,0,0,0,0,0,3871
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",0,0,0,0,0,1886,1896,0,0,0,0,0,0,0,3782
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",0,0,0,0,0,0,0,1864,1889,1917,0,0,0,0,5670
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",0,0,0,0,0,0,0,0,0,0,1952,1907,1941,1878,7678
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",98,427,453,452,478,485,529,0,0,0,0,0,0,0,2922
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",134,643,676,659,676,666,689,0,0,0,0,0,0,0,4143
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",90,557,566,570,590,612,604,0,0,0,0,0,0,0,3589
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",302,0,0,0,0,0,0,0,0,0,0,0,0,0,302
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",0,0,0,0,0,0,0,1838,1863,1897,0,0,0,0,5598
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",0,0,0,0,0,0,0,0,0,0,2042,1915,1938,1880,7775
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",299,504,457,475,497,504,533,0,0,0,0,0,0,0,3269
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",334,472,527,574,607,618,647,0,0,0,0,0,0,0,3779
"Plymouth School District","=""1110011""","Prospect Street School","=""1110311""","*",48,52,57,0,0,"*",0,0,0,0,0,0,0,173
"Plymouth School District","=""1110011""","Main Street School","=""1110111""",0,0,0,0,59,56,66,0,0,0,0,0,0,0,181
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",0,0,0,0,0,0,0,1311,1371,1433,0,0,0,0,4115
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""",0,0,0,0,0,0,0,0,0,0,"*","*",8,16,34
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",0,0,0,0,0,0,0,0,0,0,1305,1259,1285,1208,5057
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",277,389,426,437,482,516,517,541,532,558,0,0,0,0,4675
"Portland School District","=""1130011""","Valley View School","=""1130211""",212,1011,1041,969,0,0,0,0,0,0,0,0,0,0,3233
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",0,0,0,88,1072,1126,0,0,0,0,0,0,0,0,2286
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",0,0,0,0,0,0,1139,1156,0,0,0,0,0,0,2295
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",0,0,0,0,0,0,0,0,1164,1147,0,0,0,0,2311
"Portland School District","=""1130011""","Portland High School","=""1136111""",0,0,0,0,0,0,0,0,0,0,915,946,935,906,3702
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",230,398,421,446,445,451,460,0,0,0,0,0,0,0,2851
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",0,0,0,0,0,0,0,475,502,531,0,0,0,0,1508
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",1010,904,933,935,940,904,905,0,0,0,0,0,0,0,6531
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",0,0,0,0,0,0,0,930,940,924,0,0,0,0,2794
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",0,0,0,0,0,0,0,0,0,0,810,794,755,700,3059
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""",0,0,0,0,0,0,0,0,0,0,0,"*",6,"*",14
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",0,0,0,0,0,0,0,0,0,0,0,0,0,42,42
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",616,920,978,1064,1151,1252,0,0,0,0,0,0,0,0,5981
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",0,0,0,0,0,0,1294,1355,1383,1393,0,0,0,0,5425
"Regional School District 01","=""2010012""","LEAPSS","=""2010412""","*","*","*","*",0,"*","*",0,0,0,0,0,0,0,7
"Regional School District 01","=""2010012""","TOTAL","=""2010212""",0,0,"*","*","*","*","*",0,0,0,0,0,0,0,7
"Regional School District 01","=""2010012""","SELC","=""2010312""",0,0,0,0,0,0,0,"*","*","*",0,0,0,0,6
"Regional School District 01","=""2010012""","ALPSS","=""2010512""",0,0,0,0,0,0,0,0,0,0,"*",0,0,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",0,0,0,0,0,0,0,0,0,0,1148,1208,1183,1148,4687
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""",213,0,0,0,0,0,0,0,0,0,0,0,0,0,213
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",60,209,235,250,267,298,296,318,0,0,0,0,0,0,1933
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",30,194,212,226,239,252,263,274,0,0,0,0,0,0,1690
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",38,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",6,107,111,132,129,126,121,128,0,0,0,0,0,0,860
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",0,0,0,0,0,0,0,0,740,762,1113,1026,997,935,5573
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",274,741,801,854,910,954,0,0,0,0,0,0,0,0,4534
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",214,899,979,1019,1078,1105,0,0,0,0,0,0,0,0,5294
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",0,0,0,0,0,0,2055,2130,2162,2198,0,0,0,0,8545
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",0,0,0,0,0,0,0,0,0,0,1969,2007,2006,1997,7979
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",128,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",153,193,215,239,261,280,281,0,0,0,0,0,0,0,1622
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",0,149,155,158,160,179,201,0,0,0,0,0,0,0,1002
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,88,115,117,124,141,157,0,0,0,0,0,0,0,742
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",0,0,0,0,0,0,0,448,451,463,0,0,0,0,1362
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",0,0,0,0,0,0,0,217,251,260,261,263,268,281,1801
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",0,0,0,0,0,0,0,0,0,0,502,495,505,513,2015
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",289,663,747,798,61,0,0,0,0,0,0,0,0,0,2558
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*","*",567,562,613,655,0,0,0,0,0,0,0,0,2896
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",0,0,0,0,791,810,0,0,0,0,0,0,0,0,1601
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",0,0,0,0,0,86,1591,1626,0,0,0,0,0,0,3303
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",0,0,0,0,0,0,0,0,1668,1717,0,0,0,0,3385
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",0,0,0,0,0,0,0,0,0,0,1430,1445,1424,1397,5696
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""",0,0,0,0,0,0,0,0,0,0,0,0,0,70,70
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","*",678,728,786,299,294,317,"*",0,0,0,0,0,0,3114
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",377,0,0,0,0,0,0,0,0,0,0,0,0,0,377
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",0,"*",368,358,904,943,987,"*",0,0,0,0,0,0,3905
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",0,0,0,0,0,0,0,1343,1399,1437,0,0,0,0,4179
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",0,0,0,0,0,0,0,0,0,0,1994,2038,2006,2014,8052
"Regional School District 14","=""2140012""","Nonnewaug Chiefs Alternative Program","=""2140312""",0,0,0,0,0,0,0,0,0,0,0,"*",0,"*","*"
"Regional School District 14","=""2140012""","Region 14 Transition Academy","=""2140412""",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*","*",614,640,697,728,764,0,0,0,0,0,0,0,4034
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",562,769,829,865,887,890,900,0,0,0,0,0,0,0,5702
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*","*",693,733,797,834,877,0,0,0,0,0,0,0,4551
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",0,572,643,664,693,741,743,0,0,0,0,0,0,0,4056
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",0,0,0,0,0,0,0,1608,1634,1659,0,0,0,0,4901
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",0,0,0,0,0,0,0,1753,1802,1819,0,0,0,0,5374
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",0,0,0,0,0,0,0,0,0,0,3353,3283,3276,3115,13027
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""",0,0,0,0,0,0,0,0,0,0,0,"*","*",18,31
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",361,854,816,830,847,0,0,0,0,0,0,0,0,0,3708
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",203,704,677,687,690,722,739,0,0,0,0,0,0,0,4422
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",73,191,174,170,201,208,202,0,0,0,0,0,0,0,1219
"Regional School District 16","=""2160012""","Community School","=""2160212""",0,0,0,0,0,895,902,0,0,0,0,0,0,0,1797
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",0,0,0,0,0,0,0,1925,1964,1962,0,0,0,0,5851
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",0,0,0,0,0,0,0,0,0,0,"*","*",10,17,35
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",0,0,0,0,0,0,0,0,0,0,1781,1825,1845,1939,7390
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",473,484,483,505,507,506,0,0,0,0,0,0,0,0,2958
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",19,637,661,714,760,803,0,0,0,0,0,0,0,0,3594
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",0,458,469,508,514,521,0,0,0,0,0,0,0,0,2470
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",0,0,0,0,0,0,1909,1946,1954,2015,0,0,0,0,7824
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",0,0,0,0,0,0,0,0,0,0,1653,1633,1653,1648,6587
"Regional School District 17","=""2170012""","RSD17 Transition Program","=""2170412""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""",140,0,0,0,510,584,668,0,0,0,0,0,0,0,1902
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",336,576,622,675,199,145,109,0,0,0,0,0,0,0,2662
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",0,273,267,278,315,324,312,0,0,0,0,0,0,0,1769
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",0,0,0,0,0,0,0,1144,1156,1162,0,0,0,0,3462
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""",0,0,0,0,0,0,0,0,0,0,"*","*","*","*",8
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",0,0,0,0,0,0,0,0,0,0,1147,1102,1089,1113,4451
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",414,513,526,557,586,590,634,0,0,0,0,0,0,0,3820
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",6,567,638,667,698,744,765,0,0,0,0,0,0,0,4085
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",10,485,550,578,606,654,653,0,0,0,0,0,0,0,3536
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",42,525,624,635,676,721,733,0,0,0,0,0,0,0,3956
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",13,553,585,631,654,676,704,0,0,0,0,0,0,0,3816
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*","*",513,547,577,585,600,0,0,0,0,0,0,0,3294
"Ridgefield School District","=""1180011""","District Program RES","=""1180711""",0,6,0,"*","*","*","*",0,0,0,0,0,0,0,17
"Ridgefield School District","=""1180011""","District Program SES","=""1180911""",0,"*",0,0,0,"*","*",0,0,0,0,0,0,0,6
"Ridgefield School District","=""1180011""","District Program BMES","=""1180111""",0,0,0,0,0,0,"*",0,0,0,0,0,0,0,"*"
"Ridgefield School District","=""1180011""","District Program ERMS","=""1181011""",0,0,0,0,0,0,0,"*","*",0,0,0,0,0,"*"
"Ridgefield School District","=""1180011""","District Program SRMS","=""1181111""",0,0,0,0,0,0,0,"*","*",0,0,0,0,0,"*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",0,0,0,0,0,0,0,2528,2527,2533,0,0,0,0,7588
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",0,0,0,0,0,0,0,1734,1787,1833,0,0,0,0,5354
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",0,0,0,0,0,0,0,0,0,"*",4394,4384,4352,"*",17454
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""",0,0,0,0,0,0,0,0,0,0,"*","*",15,17,42
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""",0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",112,702,792,800,915,935,865,0,0,0,0,0,0,0,5121
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",363,997,1075,1048,1026,1041,960,0,0,0,0,0,0,0,6510
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",0,112,108,113,0,0,0,0,0,0,0,0,0,0,333
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",0,0,0,0,0,0,164,1961,1981,2031,0,0,0,0,6137
