"Student Counts by School and Year"
"All Districts, All Schools"
"Trend"

"District","District Code","School","School Code","Count"
"Norwalk School District","=""1030011""","Norwalk Early Childhood Center","=""1030111""",171
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1558
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1515
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1503
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1496
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1531
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1539
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1539
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1575
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1570
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1616
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",96
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",106
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",99
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",118
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",69
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",52
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",66
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",56
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",53
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",49
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",642
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",685
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",686
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",667
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",609
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",611
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",632
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",645
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",666
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",692
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",425
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",412
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",400
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",409
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",440
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",445
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",429
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",459
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",476
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",485
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",424
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",444
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",468
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",473
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",454
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",461
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",451
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",444
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",443
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",425
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",374
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",356
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",337
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",355
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",428
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",470
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",478
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",486
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",498
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",472
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",413
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",433
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",401
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",394
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",401
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",394
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",385
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",389
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",382
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",387
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",693
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",707
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",663
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",670
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",664
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",650
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",654
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",635
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",670
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",688
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",308
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",310
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",329
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",346
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",301
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",302
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",308
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",325
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",332
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",323
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",12
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",7
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""",12
