"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"New Haven School District","=""0930011""","Sound School","=""0936711""","Y",49,46,93.9,44,"*","*","*","*",16,36.4,14,31.8,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","N",42,40,95.2,40,0,0.0,"*","*",8,20.0,20,50.0,"*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Y",99,98,99.0,98,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Y",60,58,96.7,58,"*","*",14,24.1,13,22.4,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","N",23,23,100.0,23,"*","*",8,34.8,7,30.4,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Y",259,201,77.6,190,93,48.9,41,21.6,42,22.1,6,3.2,8,4.2,14,7.4
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","N",113,99,87.6,98,11,11.2,18,18.4,36,36.7,13,13.3,20,20.4,33,33.7
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Y",30,30,100.0,30,"*","*","*","*","*","*",8,26.7,"*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","N",62,61,98.4,61,"*","*",0,0.0,"*","*",25,41.0,"*","*","*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","Y",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Y",178,174,97.8,174,"*","*","*","*","*","*","*","*",10,5.7,"*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","N",21,20,95.2,20,"*","*","*","*","*","*","*","*",7,35.0,"*","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Y",82,81,98.8,81,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Y",179,163,91.1,161,"*","*","*","*",46,28.6,11,6.8,9,5.6,20,12.4
"New London School District","=""0950011""","New London High School","=""0956111""","N",56,55,98.2,55,"*","*","*","*",19,34.5,13,23.6,21,38.2,34,61.8
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Y",67,66,98.5,66,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Y",111,101,91.0,100,12,12.0,14,14.0,39,39.0,20,20.0,15,15.0,35,35.0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","N",250,242,96.8,242,0,0.0,7,2.9,71,29.3,66,27.3,98,40.5,164,67.8
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Y",104,103,99.0,103,"*","*",15,14.6,27,26.2,39,37.9,"*","*","*","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","N",230,229,99.6,229,"*","*","*","*",49,21.4,118,51.5,54,23.6,172,75.1
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Y",123,123,100.0,122,"*","*","*","*",27,22.1,52,42.6,"*","*","*","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","N",231,231,100.0,231,"*","*","*","*",29,12.6,138,59.7,"*","*","*","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Y",98,98,100.0,98,"*","*","*","*",20,20.4,40,40.8,15,15.3,55,56.1
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","N",223,223,100.0,223,"*","*","*","*",39,17.5,111,49.8,61,27.4,172,77.1
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Y",102,101,99.0,101,"*","*",12,11.9,31,30.7,40,39.6,"*","*","*","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","N",203,203,100.0,203,"*","*",9,4.4,40,19.7,112,55.2,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Y",110,108,98.2,108,"*","*",17,15.7,46,42.6,17,15.7,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","N",187,187,100.0,187,"*","*","*","*",62,33.2,53,28.3,58,31.0,111,59.4
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Y",51,49,96.1,49,"*","*","*","*",19,38.8,7,14.3,11,22.4,18,36.7
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","N",364,362,99.5,362,"*","*","*","*",51,14.1,84,23.2,222,61.3,306,84.5
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Y",53,52,98.1,52,"*","*",9,17.3,11,21.2,23,44.2,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","N",359,358,99.7,358,"*","*","*","*",31,8.7,204,57.0,111,31.0,315,88.0
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Y",62,62,100.0,62,"*","*",12,19.4,19,30.6,23,37.1,"*","*","*","*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","N",277,276,99.6,276,0,0.0,"*","*",34,12.3,176,63.8,"*","*","*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Y",52,51,98.1,51,"*","*","*","*",16,31.4,9,17.6,15,29.4,24,47.1
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","N",97,95,97.9,95,"*","*","*","*",20,21.1,32,33.7,39,41.1,71,74.7
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Y",41,40,97.6,40,"*","*","*","*",6,15.0,18,45.0,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","N",115,113,98.3,113,"*","*","*","*",16,14.2,64,56.6,"*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Y",37,37,100.0,37,"*","*","*","*",10,27.0,15,40.5,0,0.0,15,40.5
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","N",106,106,100.0,106,"*","*","*","*",21,19.8,59,55.7,19,17.9,78,73.6
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","N",42,42,100.0,42,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","N",45,44,97.8,44,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Y",47,44,93.6,44,"*","*",7,15.9,15,34.1,"*","*",10,22.7,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","N",199,195,98.0,195,"*","*","*","*",59,30.3,47,24.1,76,39.0,123,63.1
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Y",65,64,98.5,64,"*","*",10,15.6,13,20.3,25,39.1,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","N",209,209,100.0,209,"*","*","*","*",45,21.5,109,52.2,34,16.3,143,68.4
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","N",45,45,100.0,45,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","N",50,49,98.0,49,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","N",38,38,100.0,38,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Y",241,233,96.7,231,"*","*",52,22.5,78,33.8,31,13.4,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","N",182,180,98.9,180,"*","*","*","*",62,34.4,56,31.1,47,26.1,103,57.2
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Y",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","N",25,25,100.0,25,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Y",33,33,100.0,33,6,18.2,"*","*","*","*",12,36.4,"*","*","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","N",34,34,100.0,34,0,0.0,"*","*","*","*",18,52.9,"*","*","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Y",31,31,100.0,31,"*","*","*","*","*","*",10,32.3,0,0.0,10,32.3
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","N",35,35,100.0,35,0,0.0,"*","*","*","*",16,45.7,14,40.0,30,85.7
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Y",79,78,98.7,78,"*","*","*","*","*","*",29,37.2,8,10.3,37,47.4
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","N",26,26,100.0,26,"*","*","*","*","*","*",15,57.7,7,26.9,22,84.6
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Y",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Y",36,36,100.0,36,"*","*","*","*",11,30.6,13,36.1,0,0.0,13,36.1
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","N",35,35,100.0,35,"*","*","*","*",11,31.4,13,37.1,8,22.9,21,60.0
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Y",28,28,100.0,28,"*","*","*","*","*","*",10,35.7,0,0.0,10,35.7
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","N",30,30,100.0,30,0,0.0,0,0.0,"*","*",21,70.0,"*","*","*","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Y",110,110,100.0,110,"*","*",15,13.6,"*","*",42,38.2,6,5.5,48,43.6
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","N",102,102,100.0,102,"*","*",6,5.9,"*","*",56,54.9,34,33.3,90,88.2
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Y",204,194,95.1,193,"*","*",41,21.2,68,35.2,24,12.4,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","N",209,206,98.6,206,"*","*","*","*",80,38.8,47,22.8,58,28.2,105,51.0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Y",158,158,100.0,158,"*","*",28,17.7,33,20.9,41,25.9,"*","*","*","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","N",65,65,100.0,65,"*","*",9,13.8,12,18.5,33,50.8,"*","*","*","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Y",86,85,98.8,85,"*","*","*","*",23,27.1,28,32.9,"*","*","*","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","N",69,69,100.0,69,"*","*","*","*",11,15.9,34,49.3,"*","*","*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Y",28,28,100.0,28,"*","*","*","*","*","*",10,35.7,"*","*","*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","N",45,45,100.0,45,0,0.0,"*","*","*","*",21,46.7,"*","*","*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Y",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Y",40,39,97.5,39,8,20.5,"*","*","*","*",14,35.9,"*","*","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","N",23,23,100.0,23,0,0.0,"*","*","*","*",9,39.1,"*","*","*","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Y",125,124,99.2,124,"*","*","*","*",34,27.4,35,28.2,6,4.8,41,33.1
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","N",82,82,100.0,82,"*","*","*","*",11,13.4,45,54.9,21,25.6,66,80.5
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Y",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Y",285,276,96.8,275,75,27.3,66,24.0,87,31.6,29,10.5,18,6.5,47,17.1
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","N",272,268,98.5,267,11,4.1,17,6.4,76,28.5,67,25.1,96,36.0,163,61.0
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
