"Chronic Absenteeism, Trend"
", Grade"

"",,,"% Chronically Absent",,,,
"Westport School District","=""1580011""","Grade   8",2.6,4.4,6.2,2.0,3.5
"Westport School District","=""1580011""","Grade   9",1.3,"*",1.6,1.5,2.0
"Westport School District","=""1580011""","Grade 10",2.6,1.9,1.5,1.6,1.7
"Westport School District","=""1580011""","Grade 11",1.7,2.2,2.2,1.7,3.7
"Westport School District","=""1580011""","Grade 12",1.9,"*",1.5,1.5,1.4
"Wethersfield School District","=""1590011""","Kindergarten",6.7,7.9,2.8,4.6,3.3
"Wethersfield School District","=""1590011""","Grade   1",3.1,4.1,"*","*",3.0
"Wethersfield School District","=""1590011""","Grade   2","*",3.6,"*","*","*"
"Wethersfield School District","=""1590011""","Grade   3","*",2.7,"*",3.2,"*"
"Wethersfield School District","=""1590011""","Grade   4","*",2.9,"*","*",3.8
"Wethersfield School District","=""1590011""","Grade   5",3.2,2.9,"*",2.3,"*"
"Wethersfield School District","=""1590011""","Grade   6",3.7,5.8,"*",3.7,3.1
"Wethersfield School District","=""1590011""","Grade   7",4.9,6.6,2.8,"*",3.3
"Wethersfield School District","=""1590011""","Grade   8",8.8,11.0,5.0,5.7,3.2
"Wethersfield School District","=""1590011""","Grade   9",6.3,12.3,7.3,6.8,4.9
"Wethersfield School District","=""1590011""","Grade 10",4.9,16.6,5.7,6.7,8.2
"Wethersfield School District","=""1590011""","Grade 11",9.1,18.7,8.9,5.2,5.3
"Wethersfield School District","=""1590011""","Grade 12",6.5,26.1,14.5,6.9,7.0
"Willington School District","=""1600011""","Kindergarten","*","*","*","*","*"
"Willington School District","=""1600011""","Grade   1","*","*","*","*",0.0
"Willington School District","=""1600011""","Grade   2","*","*",0.0,"*",0.0
"Willington School District","=""1600011""","Grade   3","*","*","*","*",0.0
"Willington School District","=""1600011""","Grade   4","*","*",0.0,"*","*"
"Willington School District","=""1600011""","Grade   5","*","*","*",0.0,"*"
"Willington School District","=""1600011""","Grade   6","*","*","*","*","*"
"Willington School District","=""1600011""","Grade   7","*","*","*",13.2,"*"
"Willington School District","=""1600011""","Grade   8","*","*","*",12.8,10.9
"Wilton School District","=""1610011""","Kindergarten",4.3,4.0,5.2,5.9,"*"
"Wilton School District","=""1610011""","Grade   1",2.2,2.4,2.4,3.1,"*"
"Wilton School District","=""1610011""","Grade   2","*",2.8,2.6,2.4,"*"
"Wilton School District","=""1610011""","Grade   3",3.0,2.0,"*","*","*"
"Wilton School District","=""1610011""","Grade   4",2.7,1.6,2.6,"*","*"
"Wilton School District","=""1610011""","Grade   5",4.6,2.7,"*",3.8,"*"
"Wilton School District","=""1610011""","Grade   6",4.6,2.3,1.7,"*",2.5
"Wilton School District","=""1610011""","Grade   7",6.4,4.6,3.5,1.8,1.7
"Wilton School District","=""1610011""","Grade   8",8.9,3.8,4.9,2.3,3.2
"Wilton School District","=""1610011""","Grade   9",10.0,22.9,18.2,3.5,1.8
"Wilton School District","=""1610011""","Grade 10",24.8,36.6,31.7,3.2,3.5
"Wilton School District","=""1610011""","Grade 11",41.3,59.5,40.7,10.2,10.0
"Wilton School District","=""1610011""","Grade 12",89.7,76.5,60.5,14.3,22.5
"Winchester School District","=""1620011""","Kindergarten",12.2,8.2,15.1,15.3,14.1
"Winchester School District","=""1620011""","Grade   1",16.2,7.4,7.2,9.0,10.3
"Winchester School District","=""1620011""","Grade   2","*",7.1,"*","*","*"
"Winchester School District","=""1620011""","Grade   3",8.8,"*","*",0.0,"*"
"Winchester School District","=""1620011""","Grade   4",12.6,"*","*","*","*"
"Winchester School District","=""1620011""","Grade   5",9.7,0.0,"*","*",7.6
"Winchester School District","=""1620011""","Grade   6",11.3,"*",7.0,"*",0.0
"Winchester School District","=""1620011""","Grade   7","*","*","*","*","N/A"
"Winchester School District","=""1620011""","Grade   8","N/A","*","*","*","*"
"Winchester School District","=""1620011""","Grade   9","*","*","*","*","*"
"Winchester School District","=""1620011""","Grade 10","*","*","*","*","*"
"Winchester School District","=""1620011""","Grade 11","*","*","*","*","*"
"Winchester School District","=""1620011""","Grade 12","*","*","*","*","*"
"Windham School District","=""1630011""","Kindergarten",18.7,24.0,16.8,14.5,16.9
"Windham School District","=""1630011""","Grade   1",12.0,15.4,16.6,13.5,15.1
"Windham School District","=""1630011""","Grade   2",10.8,10.7,13.5,11.7,9.1
"Windham School District","=""1630011""","Grade   3",7.9,12.9,10.0,8.5,11.6
"Windham School District","=""1630011""","Grade   4",11.6,9.0,10.4,9.5,7.5
"Windham School District","=""1630011""","Grade   5",10.1,16.2,7.6,10.6,9.8
"Windham School District","=""1630011""","Grade   6",12.0,17.5,13.8,10.8,12.9
"Windham School District","=""1630011""","Grade   7",20.3,13.5,18.1,18.2,11.3
"Windham School District","=""1630011""","Grade   8",17.8,16.3,17.5,23.0,17.2
"Windham School District","=""1630011""","Grade   9",37.4,37.5,41.0,21.1,41.3
"Windham School District","=""1630011""","Grade 10",37.0,27.1,54.3,27.4,23.4
"Windham School District","=""1630011""","Grade 11",29.3,69.2,22.2,22.9,33.3
"Windham School District","=""1630011""","Grade 12",28.5,21.9,20.4,27.3,28.6
"Windsor Locks School District","=""1650011""","Kindergarten",8.1,14.2,8.1,13.5,8.3
"Windsor Locks School District","=""1650011""","Grade   1",10.2,5.9,7.2,9.3,11.9
"Windsor Locks School District","=""1650011""","Grade   2",5.0,10.1,5.7,9.0,"*"
"Windsor Locks School District","=""1650011""","Grade   3",8.1,5.1,5.6,6.3,8.8
"Windsor Locks School District","=""1650011""","Grade   4",5.9,10.0,"*",6.8,5.1
"Windsor Locks School District","=""1650011""","Grade   5","*","*",5.0,"*",4.7
"Windsor Locks School District","=""1650011""","Grade   6",9.5,5.8,9.9,9.8,"*"
"Windsor Locks School District","=""1650011""","Grade   7",11.0,9.2,8.5,14.9,17.3
"Windsor Locks School District","=""1650011""","Grade   8",12.5,8.5,9.8,10.2,10.6
"Windsor Locks School District","=""1650011""","Grade   9",14.7,12.8,11.9,18.3,19.3
"Windsor Locks School District","=""1650011""","Grade 10",10.6,15.0,13.3,17.4,18.3
"Windsor Locks School District","=""1650011""","Grade 11",19.6,12.2,16.1,24.8,16.8
"Windsor Locks School District","=""1650011""","Grade 12",24.0,19.3,23.8,26.9,26.4
"Windsor School District","=""1640011""","Kindergarten",9.7,11.7,9.4,9.4,8.7
"Windsor School District","=""1640011""","Grade   1",7.0,5.7,4.7,6.8,6.5
"Windsor School District","=""1640011""","Grade   2",3.6,7.3,4.5,7.0,5.4
"Windsor School District","=""1640011""","Grade   3",2.6,3.0,7.1,4.7,2.4
"Windsor School District","=""1640011""","Grade   4",3.3,3.0,6.5,4.4,2.8
"Windsor School District","=""1640011""","Grade   5",4.0,4.1,4.5,4.8,5.9
"Windsor School District","=""1640011""","Grade   6",5.0,7.1,7.7,6.1,4.6
"Windsor School District","=""1640011""","Grade   7",5.6,6.4,7.0,4.6,8.3
"Windsor School District","=""1640011""","Grade   8",8.4,7.4,8.3,9.8,11.0
"Windsor School District","=""1640011""","Grade   9",11.7,10.6,13.8,9.5,12.9
"Windsor School District","=""1640011""","Grade 10",13.0,15.1,13.0,8.9,11.9
"Windsor School District","=""1640011""","Grade 11",11.0,7.8,12.8,12.5,15.3
"Windsor School District","=""1640011""","Grade 12",14.1,20.1,32.2,11.6,12.8
"Wolcott School District","=""1660011""","Kindergarten","*","*",0.0,"*","*"
"Wolcott School District","=""1660011""","Grade   1","*",5.5,"*",0.0,"*"
"Wolcott School District","=""1660011""","Grade   2","*","*","*","*",0.0
"Wolcott School District","=""1660011""","Grade   3",3.3,3.6,"*","*","*"
"Wolcott School District","=""1660011""","Grade   4","*",3.9,"*","*","*"
"Wolcott School District","=""1660011""","Grade   5","*",2.8,"*","*",3.3
"Wolcott School District","=""1660011""","Grade   6","*","*","*","*","*"
"Wolcott School District","=""1660011""","Grade   7",3.2,3.4,"*",2.6,"*"
"Wolcott School District","=""1660011""","Grade   8",2.8,3.7,3.0,"*","*"
"Wolcott School District","=""1660011""","Grade   9",3.9,3.2,7.6,8.6,"*"
"Wolcott School District","=""1660011""","Grade 10",5.6,3.3,4.0,9.7,5.3
"Wolcott School District","=""1660011""","Grade 11",5.1,4.5,6.0,7.2,10.8
"Wolcott School District","=""1660011""","Grade 12",8.5,3.2,9.3,8.7,8.2
"Woodbridge School District","=""1670011""","Kindergarten",7.4,"*",10.3,5.3,"*"
"Woodbridge School District","=""1670011""","Grade   1","*",5.9,"*",7.4,"*"
"Woodbridge School District","=""1670011""","Grade   2","*","*",8.8,"*",6.2
"Woodbridge School District","=""1670011""","Grade   3","*",5.0,7.7,"*","*"
"Woodbridge School District","=""1670011""","Grade   4","*",7.6,"*","*",8.7
"Woodbridge School District","=""1670011""","Grade   5",5.3,"*",7.6,4.7,7.1
"Woodbridge School District","=""1670011""","Grade   6","*","*","*",5.7,"*"
"Woodstock Academy District","=""9030022""","Grade   9",4.9,4.0,4.4,"*",2.8
"Woodstock Academy District","=""9030022""","Grade 10",6.3,6.1,4.9,6.7,5.7
"Woodstock Academy District","=""9030022""","Grade 11",5.0,5.1,8.8,7.0,6.5
"Woodstock Academy District","=""9030022""","Grade 12",7.9,9.2,7.1,14.7,10.8
"Woodstock School District","=""1690011""","Kindergarten","*",9.1,"*",13.9,"*"
"Woodstock School District","=""1690011""","Grade   1",7.0,"*","*","*","*"
"Woodstock School District","=""1690011""","Grade   2",6.2,"*","*","*","*"
"Woodstock School District","=""1690011""","Grade   3",6.7,7.1,"*","*","*"
"Woodstock School District","=""1690011""","Grade   4","*","*",10.9,"*","*"
"Woodstock School District","=""1690011""","Grade   5","*","*","*",9.2,"*"
"Woodstock School District","=""1690011""","Grade   6",0.0,"*","*","*","*"
"Woodstock School District","=""1690011""","Grade   7","*",7.2,5.5,"*","*"
"Woodstock School District","=""1690011""","Grade   8",8.2,"*","*",7.9,"*"
"Woodstock School District","=""1690011""","Grade   9","N/A","*","N/A","N/A","*"
"Woodstock School District","=""1690011""","Grade 10","*","N/A","N/A","N/A","N/A"
"Woodstock School District","=""1690011""","Grade 11","*","*","*","N/A","*"
"Woodstock School District","=""1690011""","Grade 12","N/A","N/A","*","N/A","N/A"

