"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","All Grades","Curl Up",95.5
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","All Grades","Mile Run",79.5
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","All Grades","Push Up",77.3
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","All Grades","Sit and Reach",100.0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","All Grades","All Tests - School",36.7
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","All Grades","Curl Up",83.3
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","All Grades","Mile Run",50.0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","All Grades","Push Up",70.0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","All Grades","Sit and Reach",86.7
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","All Grades","All Tests - School",52.3
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","All Grades","Curl Up",83.1
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","All Grades","Mile Run",56.8
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","All Grades","Push Up",72.6
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","All Grades","Sit and Reach",92.1
"Middletown School District","=""0830011""","Moody School","=""0831211""","All Grades","All Tests - School",41.3
"Middletown School District","=""0830011""","Moody School","=""0831211""","All Grades","Curl Up",87.0
"Middletown School District","=""0830011""","Moody School","=""0831211""","All Grades","Mile Run",52.2
"Middletown School District","=""0830011""","Moody School","=""0831211""","All Grades","Push Up",60.9
"Middletown School District","=""0830011""","Moody School","=""0831211""","All Grades","Sit and Reach",78.3
"Middletown School District","=""0830011""","Snow School","=""0831111""","All Grades","All Tests - School","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","All Grades","Curl Up","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","All Grades","Mile Run",68.4
"Middletown School District","=""0830011""","Snow School","=""0831111""","All Grades","Push Up",52.6
"Middletown School District","=""0830011""","Snow School","=""0831111""","All Grades","Sit and Reach",84.2
"Middletown School District","=""0830011""","Spencer School","=""0830111""","All Grades","All Tests - School",49.0
"Middletown School District","=""0830011""","Spencer School","=""0830111""","All Grades","Curl Up",88.2
"Middletown School District","=""0830011""","Spencer School","=""0830111""","All Grades","Mile Run",66.7
"Middletown School District","=""0830011""","Spencer School","=""0830111""","All Grades","Push Up",84.3
"Middletown School District","=""0830011""","Spencer School","=""0830111""","All Grades","Sit and Reach",76.5
"Middletown School District","=""0830011""","Wesley School","=""0831411""","All Grades","All Tests - School",38.5
"Middletown School District","=""0830011""","Wesley School","=""0831411""","All Grades","Curl Up",71.8
"Middletown School District","=""0830011""","Wesley School","=""0831411""","All Grades","Mile Run",53.8
"Middletown School District","=""0830011""","Wesley School","=""0831411""","All Grades","Push Up",79.5
"Middletown School District","=""0830011""","Wesley School","=""0831411""","All Grades","Sit and Reach",76.9
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","All Grades","All Tests - School",40.4
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","All Grades","Curl Up",90.9
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","All Grades","Mile Run",57.1
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","All Grades","Push Up",65.6
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","All Grades","Sit and Reach",79.5
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","All Grades","All Tests - School",37.3
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","All Grades","Curl Up",72.9
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","All Grades","Mile Run",57.6
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","All Grades","Push Up",55.9
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","All Grades","Sit and Reach",72.9
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","All Grades","All Tests - School",49.5
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","All Grades","Curl Up",94.6
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","All Grades","Mile Run",61.3
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","All Grades","Push Up",81.2
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","All Grades","Sit and Reach",77.3
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","All Grades","All Tests - School",71.9
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","All Grades","Curl Up",95.1
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","All Grades","Mile Run",76.3
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","All Grades","Push Up",86.6
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","All Grades","Sit and Reach",87.1
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","All Grades","All Tests - School",55.7
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","All Grades","Curl Up",98.9
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","All Grades","Mile Run",55.7
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","All Grades","Push Up",97.7
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","All Grades","Sit and Reach",93.2
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","All Grades","All Tests - School",89.3
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","All Grades","Curl Up",100.0
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","All Grades","Mile Run",91.7
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","All Grades","Push Up",94.6
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","All Grades","Sit and Reach",97.6
"Milford School District","=""0840011""","Meadowside School","=""0840711""","All Grades","All Tests - School",60.0
"Milford School District","=""0840011""","Meadowside School","=""0840711""","All Grades","Curl Up",89.2
"Milford School District","=""0840011""","Meadowside School","=""0840711""","All Grades","Mile Run",88.5
"Milford School District","=""0840011""","Meadowside School","=""0840711""","All Grades","Push Up",66.9
"Milford School District","=""0840011""","Meadowside School","=""0840711""","All Grades","Sit and Reach",90.8
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","All Grades","All Tests - School",48.6
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","All Grades","Curl Up",97.2
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","All Grades","Mile Run",67.9
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","All Grades","Push Up",72.5
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","All Grades","Sit and Reach",89.9
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","All Grades","All Tests - School",46.7
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","All Grades","Curl Up",68.0
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","All Grades","Mile Run",73.8
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","All Grades","Push Up",64.8
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","All Grades","Sit and Reach",70.5
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","All Grades","All Tests - School",34.7
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","All Grades","Curl Up",89.8
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","All Grades","Mile Run",62.2
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","All Grades","Push Up",94.9
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","All Grades","Sit and Reach",66.3
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","All Grades","All Tests - School",43.5
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","All Grades","Curl Up",88.2
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","All Grades","Mile Run",81.2
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","All Grades","Push Up",56.5
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","All Grades","Sit and Reach",82.4
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","All Grades","All Tests - School",55.4
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","All Grades","Curl Up",87.0
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","All Grades","Mile Run",78.9
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","All Grades","Push Up",80.8
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","All Grades","Sit and Reach",75.7
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","All Grades","All Tests - School",59.9
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","All Grades","Curl Up",95.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","All Grades","Mile Run",69.4
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","All Grades","Push Up",86.8
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","All Grades","Sit and Reach",80.2
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","All Grades","All Tests - School",47.2
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","All Grades","Curl Up",71.7
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","All Grades","Mile Run",79.2
