"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, English Learner Status (EL)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N",66,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N",66,65,98.5,60,15,25.0,16,26.7,22,36.7,"*","*","*","*",7,11.7
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",,11,7,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","N",53,53,100.0,53,"*","*",15,28.3,"*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","Y",33,33,100.0,33,"*","*",11,33.3,"*","*","*","*",0,0.0,"*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","N",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","N",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","N",157,152,96.8,152,32,21.1,20,13.2,"*","*","*","*",17,11.2,"*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Y",42,42,100.0,42,31,73.8,6,14.3,"*","*","*","*",0,0.0,"*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","N",188,176,93.6,175,26,14.9,34,19.4,"*","*",24,13.7,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Y",47,42,89.4,41,28,68.3,9,22.0,"*","*",0,0.0,"*","*","*","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","N",317,315,99.4,315,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","N",348,348,100.0,347,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","N",353,336,95.2,335,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",,301,300,99.7,300,"*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","N",315,315,100.0,315,11,3.5,20,6.3,57,18.1,151,47.9,76,24.1,227,72.1
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","N",415,411,99.0,411,"*","*","*","*",70,17.0,91,22.1,233,56.7,324,78.8
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","N",156,153,98.1,153,14,9.2,9,5.9,22,14.4,82,53.6,26,17.0,108,70.6
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",,40,39,97.5,39,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","N",56,55,98.2,55,"*","*","*","*",10,18.2,28,50.9,11,20.0,39,70.9
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","N",59,59,100.0,59,"*","*","*","*",9,15.3,30,50.8,14,23.7,44,74.6
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","N",54,54,100.0,54,"*","*",7,13.0,19,35.2,21,38.9,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","N",56,55,98.2,55,0,0.0,0,0.0,"*","*","*","*",32,58.2,"*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","N",52,52,100.0,52,0,0.0,"*","*","*","*",25,48.1,18,34.6,43,82.7
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","N",46,46,100.0,46,"*","*","*","*",14,30.4,10,21.7,18,39.1,28,60.9
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","N",76,76,100.0,76,"*","*","*","*",17,22.4,37,48.7,"*","*","*","*"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Y",29,28,96.6,28,"*","*","*","*",6,21.4,7,25.0,"*","*","*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","N",60,60,100.0,60,"*","*",7,11.7,16,26.7,"*","*",10,16.7,"*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Y",27,27,100.0,27,"*","*",7,25.9,10,37.0,"*","*",0,0.0,"*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","N",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","N",60,60,100.0,60,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","N",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","N",53,53,100.0,53,"*","*",10,18.9,"*","*","*","*",7,13.2,"*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Y",24,24,100.0,24,"*","*",9,37.5,"*","*","*","*",0,0.0,"*","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","N",190,190,100.0,190,21,11.1,13,6.8,"*","*","*","*",40,21.1,"*","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Y",22,22,100.0,22,9,40.9,8,36.4,"*","*","*","*",0,0.0,"*","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","N",200,200,100.0,200,37,18.5,"*","*","*","*","*","*",15,7.5,"*","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Y",23,23,100.0,23,15,65.2,"*","*","*","*","*","*",0,0.0,"*","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","N",185,184,99.5,184,16,8.7,"*","*","*","*",80,43.5,27,14.7,107,58.2
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Y",22,22,100.0,22,14,63.6,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","N",137,137,100.0,137,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","N",363,354,97.5,353,24,6.8,47,13.3,142,40.2,71,20.1,69,19.5,140,39.7
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Y",50,46,92.0,46,30,65.2,10,21.7,6,13.0,0,0.0,0,0.0,0,0.0
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","N",358,353,98.6,353,"*","*",50,14.2,"*","*",87,24.6,65,18.4,152,43.1
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Y",65,60,92.3,58,37,63.8,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","N",532,520,97.7,518,"*","*",75,14.5,"*","*",96,18.5,114,22.0,210,40.5
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Y",25,24,96.0,24,12,50.0,"*","*","*","*",0,0.0,0,0.0,0,0.0
