"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",4,50,2361,2444,83,"68.0%","94.8%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",5,35,2433,2516,83,"82.9%","100.0%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",4,26,2333,2389,56,"46.2%","73.9%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",5,36,2405,2409,4,"19.4%","36.8%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",4,43,2382,2429,47,"27.9%","63.2%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",5,50,2438,2465,27,"30.0%","57.1%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",4,34,2365,2404,39,"20.6%","54.7%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",5,35,2403,2427,25,"31.4%","54.0%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",4,38,2418,2467,49,"28.9%","70.5%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",5,36,2484,2459,-25,"0.0%","11.6%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",6,33,2474,2505,31,"48.5%","62.1%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",7,31,2490,2550,60,"67.7%","92.4%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",8,37,2551,2548,-2,"27.0%","39.5%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",4,98,2440,2522,81,"73.5%","100.0%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",5,87,2513,2554,41,"54.0%","80.4%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",6,98,2515,2527,12,"27.6%","47.4%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",7,104,2529,2581,52,"65.4%","87.2%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",8,115,2569,2573,4,"28.7%","43.1%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",4,60,2464,2506,42,"33.3%","67.4%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",5,59,2527,2566,39,"50.8%","74.4%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",6,71,2548,2570,22,"40.8%","62.7%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",4,48,2452,2505,54,"45.8%","79.5%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",5,59,2493,2525,32,"47.5%","70.6%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",6,77,2555,2599,44,"66.2%","82.0%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School",4,50,2463,2510,48,"44.0%","71.4%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School",5,43,2529,2559,30,"51.2%","69.9%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School",6,47,2550,2610,60,"72.3%","93.1%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education",7,"*","*","*","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School",6,"*",2511,2545,35,"41.1%","68.2%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School",7,155,2514,2563,49,"69.0%","87.2%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School",8,159,2535,2555,20,"43.4%","58.6%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School",4,147,2461,2510,49,"41.5%","71.8%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School",5,165,2501,2533,32,"44.8%","68.2%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School",5,88,2396,2453,56,"63.6%","85.1%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School",6,87,2405,2443,39,"50.6%","73.1%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School",7,80,2473,2513,39,"47.5%","68.8%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School",8,81,2517,2573,56,"67.9%","80.7%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School",6,150,2473,2541,68,"72.7%","93.6%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School",7,170,2490,2534,44,"56.5%","77.1%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School",8,169,2486,2558,72,"74.6%","90.3%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School",4,157,2431,2479,48,"37.6%","71.9%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School",5,151,2460,2493,34,"39.7%","65.8%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School",4,43,2453,2488,35,"20.9%","56.9%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School",5,38,2483,2506,23,"36.8%","55.8%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School",4,66,2449,2480,31,"19.7%","53.6%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School",5,69,2470,2495,25,"30.4%","58.4%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School",4,58,2451,2499,48,"41.4%","73.1%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School",5,50,2485,2519,33,"36.0%","66.1%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville",6,186,2509,2532,24,"37.1%","57.9%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville",7,178,2498,2524,26,"37.6%","59.8%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville",8,163,2491,2546,55,"63.2%","80.7%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School",6,107,2490,2515,25,"41.1%","62.7%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School",7,111,2486,2532,46,"53.2%","71.6%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School",8,98,2510,2565,55,"60.2%","77.6%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School",4,63,2420,2465,45,"25.4%","67.6%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School",5,49,2475,2512,37,"46.9%","71.4%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School",4,56,2438,2498,61,"50.0%","85.0%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School",5,53,2482,2550,68,"71.7%","91.0%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School",4,35,2461,2514,53,"57.1%","83.1%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School",5,48,2514,2549,35,"50.0%","73.6%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School",6,46,2554,2585,31,"54.3%","73.4%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School",7,44,2555,2581,25,"50.0%","68.7%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School",8,48,2581,2588,7,"35.4%","47.2%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School",5,105,2491,2541,50,"63.8%","86.2%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School",6,103,2554,2597,43,"61.2%","80.1%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School",4,91,2460,2502,41,"31.9%","67.6%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School",7,103,2580,2599,19,"43.7%","61.9%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School",8,105,2576,2588,12,"34.3%","55.9%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School",6,37,2526,2562,37,"40.5%","70.1%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School",7,57,2551,2574,23,"42.1%","58.9%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School",8,43,2582,2594,11,"44.2%","58.5%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School",4,37,2450,2503,53,"54.1%","80.1%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School",5,39,2501,2521,20,"33.3%","50.2%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School",4,72,2407,2504,97,"79.2%","99.6%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School",5,87,2462,2493,31,"43.7%","63.7%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School",6,76,2481,2508,28,"34.2%","60.5%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School",7,81,2474,2511,36,"43.2%","67.3%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School",8,78,2493,2518,25,"44.9%","61.4%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School",5,94,2535,2550,15,"34.0%","52.7%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School",6,120,2546,2578,32,"48.3%","67.6%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School",7,109,2583,2620,37,"62.4%","81.3%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School",8,88,2565,2620,54,"70.5%","84.3%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School",4,85,2486,2554,68,"65.9%","92.5%"
"=""2010012""","Regional School District 01","=""2010312""","SELC",7,"*","*","*","*","*","*"
"=""2010012""","Regional School District 01","=""2010312""","SELC",8,"*","*","*","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL",4,"*","*","*","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School",7,145,2547,2558,10,"31.0%","48.1%"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School",8,154,2569,2599,31,"50.6%","68.8%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany",7,182,2589,2627,38,"62.1%","79.2%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany",8,175,2587,2633,46,"69.7%","85.6%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange",7,174,2588,2612,24,"46.0%","63.6%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange",8,178,2581,2609,27,"56.2%","69.6%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School",4,18,"*","*","*","*","*"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School",5,20,2500,2538,38,"50.0%","76.8%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School",6,23,2499,2552,53,"69.6%","88.3%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School",4,9,"*","*","*","*","*"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School",5,16,"*","*","*","*","*"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School",6,11,"*","*","*","*","*"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School",7,48,2521,2548,27,"45.8%","61.0%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School",8,66,2547,2539,-8,"22.7%","37.0%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School",4,6,"*","*","*","*","*"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School",5,15,"*","*","*","*","*"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School",6,10,"*","*","*","*","*"
"=""2070012""","Regional School District 07","=""2079012""","FLEX",7,"*","*","*","*","*","*"
"=""2070012""","Regional School District 07","=""2079012""","FLEX",8,"*","*","*","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links",7,"*","*","*","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School",7,154,2557,2594,37,"55.8%","72.7%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School",8,122,2575,2626,51,"64.8%","82.4%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School",7,277,2562,2579,17,"37.9%","55.8%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School",8,272,2586,2610,23,"47.1%","63.2%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School",5,176,2503,2517,14,"30.7%","51.1%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School",6,196,2527,2542,15,"31.1%","48.8%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School",7,214,2553,2582,29,"48.1%","67.3%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School",8,164,2573,2583,10,"33.5%","49.5%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School",4,83,2486,2561,75,"79.5%","99.6%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School",4,77,2474,2519,45,"41.6%","74.3%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School",7,40,2533,2549,16,"42.5%","58.5%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School",8,40,2507,2539,32,"52.5%","75.8%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School",4,19,"*","*","*","*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School",5,13,"*","*","*","*","*"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School",6,47,2560,2587,27,"42.6%","65.2%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School",7,60,2531,2582,50,"65.0%","87.3%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School",8,57,2554,2598,44,"68.4%","83.9%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School",4,12,"*","*","*","*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School",5,8,"*","*","*","*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School",4,22,2464,2510,46,"50.0%","76.2%"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School",5,15,"*","*","*","*","*"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School",4,63,2448,2493,45,"38.1%","76.6%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School",7,160,2539,2553,14,"32.5%","55.3%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School",8,151,2549,2584,34,"58.9%","73.7%"
