"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Non-Special Education",256,"46.1%","60.2%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Special Education",33,"36.4%","51.9%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Non-Special Education",324,"58.6%","76.2%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Special Education",38,"31.6%","50.9%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Non-Special Education",314,"47.5%","67.0%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Special Education",6,"*","*"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Non-Special Education",55,"65.5%","83.4%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Special Education",7,"*","*"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Non-Special Education",29,"34.5%","59.2%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Special Education",13,"*","*"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Non-Special Education",103,"40.8%","57.0%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Special Education","*","*","*"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Non-Special Education","*","59.3%","78.0%"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","Special Education","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","Special Education","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Special Education",30,"33.3%","52.3%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Non-Special Education",249,"48.6%","64.9%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Special Education",63,"22.2%","43.6%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Non-Special Education",486,"38.7%","55.1%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Special Education",73,"31.5%","55.1%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Non-Special Education",677,"42.5%","61.6%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Special Education","*","*","*"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Non-Special Education","*","57.0%","81.3%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Special Education","*","*","*"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Non-Special Education","*","41.1%","65.9%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Special Education",15,"*","*"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Non-Special Education",67,"43.3%","63.7%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Special Education",8,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Non-Special Education",24,"50.0%","80.3%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Special Education",22,"45.5%","66.0%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Non-Special Education",143,"55.9%","73.5%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Special Education","*","*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Non-Special Education","*","*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Special Education",7,"*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Non-Special Education",30,"60.0%","87.2%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Special Education",8,"*","*"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Non-Special Education",55,"49.1%","76.1%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Special Education",45,"28.9%","53.8%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Non-Special Education",267,"42.7%","63.5%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Special Education",6,"*","*"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Non-Special Education",40,"55.0%","76.9%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Special Education",41,"29.3%","56.4%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Non-Special Education",208,"57.7%","77.8%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Special Education",11,"*","*"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Non-Special Education",86,"54.7%","78.8%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Special Education",16,"*","*"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Non-Special Education",109,"53.2%","73.6%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Special Education",43,"25.6%","48.7%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Non-Special Education",274,"32.1%","51.2%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Special Education",9,"*","*"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Non-Special Education",126,"55.6%","75.5%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Special Education",21,"47.6%","74.7%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Non-Special Education",131,"55.7%","77.3%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Special Education",41,"36.6%","63.2%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Non-Special Education",383,"57.7%","75.4%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Special Education",16,"*","*"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Non-Special Education",106,"48.1%","70.3%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Special Education",14,"*","*"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Non-Special Education",111,"53.2%","81.4%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Special Education",75,"36.0%","55.4%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Non-Special Education",435,"49.9%","66.5%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Special Education",17,"*","*"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Non-Special Education",103,"53.4%","73.6%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Special Education",69,"42.0%","65.9%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Non-Special Education",418,"39.2%","58.4%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Special Education",21,"38.1%","76.7%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Non-Special Education",169,"50.3%","77.3%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Special Education",6,"*","*"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Non-Special Education",41,"56.1%","82.1%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Special Education",11,"*","*"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Non-Special Education",53,"67.9%","84.2%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Special Education",124,"37.1%","58.8%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Non-Special Education",599,"52.3%","69.3%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Special Education",9,"*","*"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Non-Special Education",40,"52.5%","71.1%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Special Education",11,"*","*"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Non-Special Education",61,"65.6%","90.5%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Special Education",39,"25.6%","44.0%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Non-Special Education",292,"46.2%","63.1%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Special Education",12,"*","*"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Non-Special Education",89,"69.7%","83.7%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Special Education",11,"*","*"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Non-Special Education",76,"81.6%","94.6%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Special Education",12,"*","*"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Non-Special Education",131,"68.7%","83.1%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Special Education",60,"23.3%","44.0%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Non-Special Education",653,"50.1%","64.5%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Special Education","*","*","*"
