"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"District Code","District","School Code","School","Subject","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","ELA","*","*","*"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","Math","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","ELA","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","Math","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","ELA",279,"47.0%","63.6%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Math",276,"59.8%","77.0%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","ELA",549,"36.8%","53.8%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Math",549,"42.4%","59.4%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","ELA",750,"41.5%","61.0%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Math",750,"36.4%","54.8%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","ELA",83,"57.8%","81.2%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Math",83,"79.5%","99.6%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","ELA",77,"41.6%","66.1%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Math",77,"41.6%","74.3%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","ELA",82,"47.6%","65.3%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Math",80,"47.5%","67.2%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","ELA",32,"50.0%","80.5%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Math",32,"75.0%","95.1%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","ELA",165,"54.5%","72.5%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Math",164,"59.8%","79.8%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","ELA",20,"60.0%","85.8%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Math",20,"55.0%","82.7%"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","ELA",37,"56.8%","83.9%"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Math",37,"70.3%","89.6%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","ELA",63,"52.4%","77.7%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Math",63,"38.1%","76.6%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","ELA",312,"40.7%","62.1%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Math",311,"45.3%","64.2%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","ELA",46,"54.3%","79.5%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Math",46,"37.0%","70.1%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","ELA",249,"53.0%","74.3%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Math",249,"53.4%","74.2%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","ELA",97,"51.5%","76.4%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Math",96,"26.0%","55.1%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","ELA",125,"50.4%","72.5%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Math",125,"38.4%","60.4%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","ELA",317,"31.2%","50.9%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Math",317,"33.8%","52.8%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","ELA",135,"54.8%","74.8%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Math",135,"51.9%","77.6%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","ELA",152,"54.6%","76.9%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Math",152,"44.1%","69.0%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","ELA",424,"55.7%","74.2%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Math",426,"56.8%","73.2%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","ELA",122,"43.4%","66.3%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Math",120,"33.3%","61.2%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","ELA",125,"52.0%","80.2%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Math",125,"37.6%","59.1%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","ELA",510,"47.8%","64.9%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Math",510,"57.5%","77.3%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","ELA",120,"51.7%","73.4%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Math",120,"51.7%","79.0%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","ELA",487,"39.6%","59.5%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Math",483,"36.6%","57.6%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","ELA",190,"48.9%","77.2%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Math",174,"46.0%","67.4%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","ELA",47,"61.7%","85.4%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Math",47,"42.6%","71.9%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","ELA",64,"67.2%","84.5%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Math",64,"71.9%","96.8%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","ELA",723,"49.7%","67.5%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Math",719,"54.1%","73.5%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","ELA",49,"49.0%","70.8%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Math",49,"42.9%","70.2%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","ELA",72,"66.7%","90.7%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Math",72,"50.0%","69.8%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","ELA",331,"43.8%","60.8%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Math",330,"60.9%","77.4%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","ELA",101,"67.3%","82.1%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Math",101,"54.5%","72.6%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","ELA",87,"74.7%","91.5%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Math",86,"58.1%","80.4%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","ELA",143,"66.4%","81.3%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Math",144,"41.7%","65.9%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","ELA",713,"47.8%","62.8%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Math",708,"58.3%","74.3%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","ELA",116,"48.3%","70.6%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Math",116,"51.7%","81.5%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","ELA",114,"70.2%","90.9%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Math",115,"57.4%","82.5%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","ELA",123,"71.5%","90.7%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Math",124,"73.4%","94.8%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","ELA",448,"38.2%","54.0%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Math",449,"48.3%","66.4%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","ELA",107,"59.8%","78.0%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Math",108,"42.6%","71.3%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","ELA",585,"39.3%","55.9%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Math",585,"42.6%","60.6%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","ELA",136,"48.5%","72.5%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Math",136,"58.8%","85.0%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","ELA",164,"57.9%","78.7%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Math",168,"64.3%","86.8%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","ELA",195,"58.5%","78.7%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Math",195,"50.3%","68.6%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","ELA",125,"47.2%","62.4%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Math",125,"56.0%","76.0%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","ELA",44,"61.4%","78.3%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Math",44,"34.1%","62.8%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","ELA",151,"41.7%","64.8%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Math",151,"43.7%","74.0%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","ELA",159,"55.3%","74.6%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Math",158,"66.5%","88.3%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","ELA",542,"31.2%","50.0%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Math",542,"45.0%","64.0%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","ELA",68,"44.1%","66.0%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Math",68,"50.0%","66.9%"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","ELA","*","*","*"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","Math","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","ELA",59,"54.2%","77.3%"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Math",59,"69.5%","95.2%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","ELA",88,"65.9%","90.5%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Math",88,"59.1%","90.9%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","ELA",811,"41.6%","58.1%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Math",811,"48.8%","66.0%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","ELA",74,"70.3%","90.5%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Math",74,"50.0%","76.1%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","ELA",68,"51.5%","73.7%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Math",68,"58.8%","87.5%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","ELA",691,"55.6%","75.2%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Math",693,"45.3%","67.7%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","ELA","*","57.8%","82.4%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Math","*","64.4%","88.9%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","ELA",99,"47.5%","70.2%"
