"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","ELA","Not Eligible For Lunch",79,"35.4%","59.2%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Math","Eligible For Lunch",47,"23.4%","52.7%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Math","Not Eligible For Lunch",80,"45.0%","74.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","ELA","Eligible For Lunch",134,"38.8%","60.2%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","ELA","Not Eligible For Lunch",52,"34.6%","61.8%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Math","Eligible For Lunch",142,"43.7%","68.0%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Math","Not Eligible For Lunch",52,"51.9%","82.7%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","ELA","Eligible For Lunch",133,"41.4%","65.8%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","ELA","Not Eligible For Lunch",32,"40.6%","60.6%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Math","Eligible For Lunch",134,"29.9%","53.7%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Math","Not Eligible For Lunch",32,"31.3%","55.9%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","ELA","Eligible For Lunch",81,"32.1%","60.9%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","ELA","Not Eligible For Lunch",67,"37.3%","61.5%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Math","Eligible For Lunch",82,"36.6%","67.6%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Math","Not Eligible For Lunch",67,"34.3%","64.7%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","ELA","Eligible For Lunch",60,"31.7%","54.8%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","ELA","Not Eligible For Lunch",71,"43.7%","65.1%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Math","Eligible For Lunch",61,"37.7%","60.4%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Math","Not Eligible For Lunch",71,"39.4%","70.3%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","ELA","Eligible For Lunch",283,"29.3%","48.1%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","ELA","Not Eligible For Lunch",326,"37.4%","55.8%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Math","Eligible For Lunch",295,"30.8%","51.2%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Math","Not Eligible For Lunch",326,"38.3%","55.4%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","ELA","Eligible For Lunch",395,"28.4%","49.8%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","ELA","Not Eligible For Lunch",213,"39.4%","62.0%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Math","Eligible For Lunch",405,"30.1%","47.8%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Math","Not Eligible For Lunch",213,"31.9%","47.3%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","ELA","Eligible For Lunch",226,"31.4%","51.6%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","ELA","Not Eligible For Lunch",212,"46.2%","62.4%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Math","Eligible For Lunch",235,"31.5%","49.7%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Math","Not Eligible For Lunch",212,"40.6%","59.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","ELA","Eligible For Lunch",32,"37.5%","72.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","ELA","Not Eligible For Lunch",83,"61.4%","84.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Math","Eligible For Lunch",32,"62.5%","88.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Math","Not Eligible For Lunch",84,"75.0%","92.9%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","ELA","Eligible For Lunch",108,"26.9%","56.6%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","ELA","Not Eligible For Lunch",36,"41.7%","63.3%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Math","Eligible For Lunch",113,"29.2%","55.0%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Math","Not Eligible For Lunch",37,"43.2%","69.8%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","ELA","Eligible For Lunch",68,"29.4%","56.9%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","ELA","Not Eligible For Lunch",43,"30.2%","62.5%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Math","Eligible For Lunch",68,"38.2%","60.1%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Math","Not Eligible For Lunch",43,"44.2%","69.0%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","ELA","Eligible For Lunch",354,"32.5%","53.2%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","ELA","Not Eligible For Lunch",266,"36.8%","52.5%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Math","Eligible For Lunch",359,"36.8%","54.6%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Math","Not Eligible For Lunch",267,"43.8%","63.3%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","ELA","Eligible For Lunch",40,"35.0%","68.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","ELA","Not Eligible For Lunch",46,"52.2%","75.8%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Math","Eligible For Lunch",42,"38.1%","62.5%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Math","Not Eligible For Lunch",46,"54.3%","79.0%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","ELA","Eligible For Lunch","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Math","Eligible For Lunch","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","ELA","Eligible For Lunch",88,"40.9%","66.8%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","ELA","Not Eligible For Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Math","Eligible For Lunch",94,"31.9%","61.5%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Math","Not Eligible For Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","ELA","Eligible For Lunch",531,"34.8%","55.9%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","ELA","Not Eligible For Lunch",139,"38.8%","57.7%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Math","Eligible For Lunch",535,"36.8%","54.9%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Math","Not Eligible For Lunch",136,"32.4%","52.7%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","ELA","Eligible For Lunch",100,"39.0%","68.6%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","ELA","Not Eligible For Lunch",25,"44.0%","77.1%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Math","Eligible For Lunch",100,"34.0%","58.0%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Math","Not Eligible For Lunch",25,"32.0%","58.1%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","ELA","Eligible For Lunch",58,"48.3%","75.3%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","ELA","Not Eligible For Lunch",47,"61.7%","88.2%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Math","Eligible For Lunch",59,"47.5%","73.4%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Math","Not Eligible For Lunch",47,"55.3%","88.2%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","ELA","Eligible For Lunch",222,"28.4%","50.4%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","ELA","Not Eligible For Lunch",81,"42.0%","62.9%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Math","Eligible For Lunch",223,"35.4%","54.6%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Math","Not Eligible For Lunch",81,"44.4%","62.1%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","ELA","Eligible For Lunch",60,"56.7%","77.3%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","ELA","Not Eligible For Lunch",20,"80.0%","95.2%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Math","Eligible For Lunch",64,"73.4%","97.9%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Math","Not Eligible For Lunch",21,"76.2%","98.8%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","ELA","Eligible For Lunch",52,"21.2%","42.3%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","ELA","Not Eligible For Lunch",10,"*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Math","Eligible For Lunch",52,"30.8%","53.7%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Math","Not Eligible For Lunch",10,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","ELA","Eligible For Lunch",79,"27.8%","54.2%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","ELA","Not Eligible For Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Math","Eligible For Lunch",80,"27.5%","57.7%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Math","Not Eligible For Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","ELA","Eligible For Lunch",58,"46.6%","70.0%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","ELA","Not Eligible For Lunch",11,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Math","Eligible For Lunch",58,"22.4%","53.0%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Math","Not Eligible For Lunch",11,"*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","ELA","Eligible For Lunch",60,"40.0%","70.3%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","ELA","Not Eligible For Lunch",115,"34.8%","57.8%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Math","Eligible For Lunch",60,"38.3%","56.6%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Math","Not Eligible For Lunch",115,"30.4%","52.8%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","ELA","Eligible For Lunch",97,"41.2%","64.4%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","ELA","Not Eligible For Lunch",403,"46.7%","65.8%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Math","Eligible For Lunch",96,"43.8%","66.3%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Math","Not Eligible For Lunch",406,"50.5%","71.8%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","ELA","Eligible For Lunch",7,"*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","ELA","Not Eligible For Lunch",182,"56.6%","74.9%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Math","Eligible For Lunch",7,"*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Math","Not Eligible For Lunch",183,"42.1%","67.8%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","ELA","Eligible For Lunch",12,"*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","ELA","Not Eligible For Lunch",169,"49.7%","71.8%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Math","Eligible For Lunch",12,"*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Math","Not Eligible For Lunch",172,"55.2%","78.0%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","ELA","Eligible For Lunch",6,"*","*"
