"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","High Needs",98,"30.6%","50.9%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Non-High Needs",451,"38.1%","54.5%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","High Needs",116,"32.8%","55.0%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Non-High Needs",634,"43.1%","62.0%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","High Needs",9,"*","*"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Non-High Needs",74,"54.1%","79.7%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","High Needs",12,"*","*"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Non-High Needs",65,"44.6%","67.1%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","High Needs",35,"48.6%","64.1%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Non-High Needs",47,"46.8%","66.3%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","High Needs",9,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Non-High Needs",23,"47.8%","79.0%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","High Needs",33,"54.5%","72.1%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Non-High Needs",132,"54.5%","72.6%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","High Needs","*","*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Non-High Needs","*","*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","High Needs",10,"*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Non-High Needs",27,"63.0%","86.8%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","High Needs",10,"*","*"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Non-High Needs",53,"50.9%","76.2%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","High Needs",67,"31.3%","55.3%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Non-High Needs",245,"43.3%","63.9%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","High Needs",10,"*","*"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Non-High Needs",36,"55.6%","76.5%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","High Needs",53,"28.3%","59.7%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Non-High Needs",196,"59.7%","78.2%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","High Needs",21,"47.6%","68.4%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Non-High Needs",76,"52.6%","78.6%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","High Needs",31,"45.2%","70.7%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Non-High Needs",94,"52.1%","73.1%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","High Needs",75,"28.0%","49.4%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Non-High Needs",242,"32.2%","51.4%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","High Needs",25,"32.0%","54.3%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Non-High Needs",110,"60.0%","79.4%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","High Needs",26,"50.0%","73.0%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Non-High Needs",126,"55.6%","77.7%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","High Needs",65,"41.5%","64.6%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Non-High Needs",359,"58.2%","76.0%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","High Needs",27,"22.2%","48.5%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Non-High Needs",95,"49.5%","71.3%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","High Needs",17,"*","*"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Non-High Needs",108,"53.7%","81.6%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","High Needs",100,"37.0%","54.6%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Non-High Needs",410,"50.5%","67.4%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","High Needs",30,"46.7%","73.2%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Non-High Needs",90,"53.3%","73.5%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","High Needs",122,"37.7%","59.1%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Non-High Needs",365,"40.3%","59.6%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","High Needs",53,"41.5%","73.4%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Non-High Needs",137,"51.8%","78.7%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","High Needs",9,"*","*"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Non-High Needs",38,"55.3%","83.0%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","High Needs",15,"*","*"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Non-High Needs",49,"65.3%","82.1%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","High Needs",172,"38.4%","60.0%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Non-High Needs",551,"53.2%","69.8%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","High Needs",11,"*","*"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Non-High Needs",38,"52.6%","70.6%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","High Needs",15,"*","*"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Non-High Needs",57,"66.7%","91.3%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","High Needs",48,"25.0%","43.1%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Non-High Needs",283,"47.0%","63.8%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","High Needs",14,"*","*"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Non-High Needs",87,"70.1%","84.3%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","High Needs",12,"*","*"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Non-High Needs",75,"82.7%","95.5%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","High Needs",15,"*","*"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Non-High Needs",128,"68.0%","82.6%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","High Needs",74,"29.7%","49.2%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Non-High Needs",639,"49.9%","64.4%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","High Needs",6,"*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Non-High Needs",110,"50.9%","72.5%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","High Needs",13,"*","*"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Non-High Needs",101,"70.3%","90.9%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","High Needs",19,"*","*"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Non-High Needs",104,"76.9%","95.0%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","High Needs",63,"23.8%","40.8%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Non-High Needs",385,"40.5%","56.2%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","High Needs",13,"*","*"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Non-High Needs",94,"61.7%","78.9%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","High Needs",132,"31.8%","52.9%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Non-High Needs",453,"41.5%","56.8%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","High Needs",36,"38.9%","66.7%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Non-High Needs",100,"52.0%","74.6%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","High Needs",24,"58.3%","79.6%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Non-High Needs",140,"57.9%","78.5%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","High Needs",48,"45.8%","68.5%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Non-High Needs",147,"62.6%","82.0%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","High Needs",23,"30.4%","57.9%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Non-High Needs",102,"51.0%","63.5%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","High Needs",15,"*","*"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Non-High Needs",29,"62.1%","77.1%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","High Needs",46,"26.1%","51.5%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Non-High Needs",105,"48.6%","70.6%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","High Needs",58,"46.6%","68.7%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Non-High Needs",101,"60.4%","77.9%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","High Needs",201,"28.4%","49.0%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Non-High Needs",341,"32.8%","50.6%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","High Needs",23,"39.1%","70.7%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Non-High Needs",45,"46.7%","63.6%"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","High Needs","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","High Needs",17,"*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Non-High Needs",42,"59.5%","81.3%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","High Needs",24,"41.7%","72.1%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Non-High Needs",64,"75.0%","97.4%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","High Needs",244,"29.1%","46.7%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Non-High Needs",567,"46.9%","63.1%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","High Needs",33,"57.6%","84.2%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Non-High Needs",41,"80.5%","95.5%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","High Needs",19,"*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Non-High Needs",49,"63.3%","79.5%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","High Needs",228,"46.5%","69.8%"
