"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0950011""","New London School District","=""0950311""","Jennings School","White",8,"*","*"
"=""0950011""","New London School District","=""0950311""","Jennings School","Two or More Races",6,"*","*"
"=""0950011""","New London School District","=""0950311""","Jennings School","Hispanic/Latino of any race",121,"15.7%","42.0%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Black or African American",18,"*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","American Indian or Alaska Native","*","*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","White",35,"14.3%","40.7%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Asian","*","*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Two or More Races",16,"*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Hispanic/Latino of any race",84,"26.2%","50.2%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Black or African American",33,"24.2%","43.7%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","American Indian or Alaska Native","*","*","*"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","White",31,"48.4%","71.1%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Asian","*","*","*"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Two or More Races",20,"50.0%","68.9%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Hispanic/Latino of any race",62,"43.5%","70.5%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Black or African American",31,"25.8%","54.8%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","American Indian or Alaska Native","*","*","*"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","White",456,"54.8%","79.7%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Asian",22,"68.2%","92.2%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Two or More Races",18,"*","*"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Hispanic/Latino of any race",76,"39.5%","65.8%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Black or African American","*","*","*"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","White",690,"39.4%","56.0%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Asian",32,"46.9%","72.2%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Two or More Races",23,"21.7%","40.2%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Hispanic/Latino of any race",90,"32.2%","49.8%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Black or African American",17,"*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","White",60,"60.0%","85.0%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Asian",8,"*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Two or More Races","*","*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Hispanic/Latino of any race",13,"*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Black or African American","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","White",29,"44.8%","70.5%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Asian","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Two or More Races","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Hispanic/Latino of any race",15,"*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Black or African American",8,"*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","White",48,"39.6%","71.4%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Asian",6,"*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Two or More Races","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Hispanic/Latino of any race",14,"*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Black or African American","*","*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","American Indian or Alaska Native","*","*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","White",420,"40.5%","57.6%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Asian",50,"54.0%","72.8%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Two or More Races","*","34.5%","50.6%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Hispanic/Latino of any race",92,"29.3%","44.7%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Black or African American",41,"34.1%","47.1%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","White",369,"35.0%","51.1%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Asian",62,"50.0%","69.1%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Two or More Races",27,"25.9%","37.6%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Hispanic/Latino of any race",112,"33.0%","52.9%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Black or African American","*","30.4%","41.6%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","White",42,"21.4%","42.3%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Asian",8,"*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Two or More Races","*","*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Hispanic/Latino of any race",13,"*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Black or African American","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","White",58,"56.9%","84.7%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Asian","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Two or More Races","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Hispanic/Latino of any race",6,"*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","White",62,"66.1%","93.3%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Asian","*","*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Two or More Races","*","*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Hispanic/Latino of any race","*","*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","White",65,"33.8%","62.2%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Asian","*","*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Two or More Races","*","*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Hispanic/Latino of any race","*","*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Black or African American","*","*","*"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","White",672,"52.8%","68.8%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Asian",37,"64.9%","77.9%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Two or More Races",12,"*","*"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Hispanic/Latino of any race",35,"42.9%","57.3%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Black or African American",7,"*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","White",566,"69.6%","88.7%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Asian",29,"89.7%","100.0%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Two or More Races",9,"*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Hispanic/Latino of any race",39,"59.0%","79.9%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Black or African American",11,"*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","White",54,"44.4%","71.7%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Asian",6,"*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Two or More Races","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Hispanic/Latino of any race","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Black or African American","*","*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","White","*","48.8%","68.9%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Hispanic/Latino of any race","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","White",389,"42.2%","60.4%"
