"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","Subject","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","ELA","High Needs",57,"15.8%","43.1%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","ELA","Non-High Needs",69,"37.7%","61.7%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Math","High Needs",58,"22.4%","54.5%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Math","Non-High Needs",69,"49.3%","76.3%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","ELA","High Needs",137,"38.7%","60.7%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","ELA","Non-High Needs",49,"34.7%","60.6%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Math","High Needs",145,"44.1%","68.1%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Math","Non-High Needs",49,"51.0%","83.2%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","ELA","High Needs",140,"40.0%","64.8%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","ELA","Non-High Needs",25,"48.0%","65.0%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Math","High Needs",141,"28.4%","51.8%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Math","Non-High Needs",25,"40.0%","67.1%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","ELA","High Needs",86,"33.7%","62.0%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","ELA","Non-High Needs",62,"35.5%","59.9%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Math","High Needs",87,"36.8%","68.4%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Math","Non-High Needs",62,"33.9%","63.3%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","ELA","High Needs",69,"30.4%","54.5%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","ELA","Non-High Needs",62,"46.8%","66.9%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Math","High Needs",70,"35.7%","59.1%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Math","Non-High Needs",62,"41.9%","73.1%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","ELA","High Needs",321,"29.3%","48.4%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","ELA","Non-High Needs",288,"38.5%","56.4%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Math","High Needs",334,"30.2%","49.5%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Math","Non-High Needs",287,"40.1%","58.0%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","ELA","High Needs",426,"28.9%","50.5%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","ELA","Non-High Needs",182,"40.1%","62.4%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Math","High Needs",437,"29.3%","47.1%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Math","Non-High Needs",181,"34.3%","48.8%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","ELA","High Needs",242,"30.6%","51.1%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","ELA","Non-High Needs",196,"48.5%","64.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Math","High Needs",251,"31.5%","49.6%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Math","Non-High Needs",196,"41.3%","60.7%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","ELA","High Needs",40,"40.0%","74.1%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","ELA","Non-High Needs",75,"62.7%","85.4%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Math","High Needs",41,"56.1%","82.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Math","Non-High Needs",75,"80.0%","96.6%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","ELA","High Needs",112,"26.8%","56.5%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","ELA","Non-High Needs",32,"43.8%","64.4%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Math","High Needs",118,"30.5%","56.3%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Math","Non-High Needs",32,"40.6%","67.2%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","ELA","High Needs",75,"28.0%","56.2%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","ELA","Non-High Needs",36,"33.3%","65.2%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Math","High Needs",75,"36.0%","58.2%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Math","Non-High Needs",36,"50.0%","74.7%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","ELA","High Needs",384,"32.0%","52.5%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","ELA","Non-High Needs",236,"38.1%","53.5%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Math","High Needs",390,"36.2%","54.2%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Math","Non-High Needs",236,"45.8%","65.1%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","ELA","High Needs",45,"33.3%","67.6%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","ELA","Non-High Needs",41,"56.1%","77.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Math","High Needs",47,"38.3%","61.2%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Math","Non-High Needs",41,"56.1%","82.4%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","ELA","High Needs","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Math","High Needs","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","ELA","High Needs",91,"40.7%","65.8%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","ELA","Non-High Needs",10,"*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Math","High Needs",97,"32.0%","61.4%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Math","Non-High Needs",10,"*","*"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","ELA","High Needs",540,"35.4%","56.3%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","ELA","Non-High Needs",130,"36.9%","56.2%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Math","High Needs",544,"36.2%","54.2%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Math","Non-High Needs",127,"34.6%","55.4%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","ELA","High Needs",101,"38.6%","67.9%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","ELA","Non-High Needs",24,"45.8%","80.3%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Math","High Needs",101,"34.7%","58.5%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Math","Non-High Needs",24,"29.2%","56.0%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","ELA","High Needs",61,"49.2%","76.3%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","ELA","Non-High Needs",44,"61.4%","87.6%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Math","High Needs",62,"48.4%","74.3%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Math","Non-High Needs",44,"54.5%","87.9%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","ELA","High Needs",233,"28.3%","50.7%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","ELA","Non-High Needs",70,"44.3%","63.8%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Math","High Needs",234,"34.2%","53.3%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Math","Non-High Needs",70,"50.0%","67.4%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","ELA","High Needs",61,"57.4%","77.8%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","ELA","Non-High Needs",19,"*","*"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Math","High Needs",66,"74.2%","98.2%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Math","Non-High Needs",19,"*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","ELA","High Needs",54,"20.4%","41.7%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","ELA","Non-High Needs",8,"*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Math","High Needs",54,"31.5%","55.1%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Math","Non-High Needs",8,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","ELA","High Needs",81,"28.4%","54.9%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","ELA","Non-High Needs",11,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Math","High Needs",82,"26.8%","57.0%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Math","Non-High Needs",11,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","ELA","High Needs",60,"48.3%","71.3%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","ELA","Non-High Needs",9,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Math","High Needs",60,"23.3%","53.1%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Math","Non-High Needs",9,"*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","ELA","High Needs",67,"37.3%","67.2%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","ELA","Non-High Needs",108,"36.1%","58.9%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Math","High Needs",67,"35.8%","53.0%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Math","Non-High Needs",108,"31.5%","54.8%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","ELA","High Needs",140,"40.7%","62.1%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","ELA","Non-High Needs",360,"47.5%","66.8%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Math","High Needs",139,"44.6%","65.1%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Math","Non-High Needs",363,"51.0%","72.9%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","ELA","High Needs",15,"*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","ELA","Non-High Needs",174,"57.5%","75.5%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Math","High Needs",15,"*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Math","Non-High Needs",175,"43.4%","69.2%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","ELA","High Needs",24,"37.5%","62.6%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","ELA","Non-High Needs",157,"52.2%","73.7%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Math","High Needs",26,"38.5%","67.0%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Math","Non-High Needs",158,"57.6%","79.5%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","ELA","High Needs",16,"*","*"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","ELA","Non-High Needs",123,"59.3%","79.6%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Math","High Needs",17,"*","*"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Math","Non-High Needs",123,"57.7%","80.5%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","ELA","High Needs","*","*","*"
