"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Subject","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Math","Special Education",27,"14.8%","48.2%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Math","Non-Special Education",134,"29.1%","51.5%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","ELA","Special Education",47,"23.4%","55.5%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","ELA","Non-Special Education",187,"44.4%","69.8%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Math","Special Education",49,"38.8%","67.3%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Math","Non-Special Education",208,"46.6%","66.0%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","ELA","Special Education",44,"20.5%","52.5%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","ELA","Non-Special Education",216,"39.8%","67.4%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Math","Special Education",44,"34.1%","55.3%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Math","Non-Special Education",217,"45.2%","68.7%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","ELA","Special Education",34,"29.4%","49.8%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","ELA","Non-Special Education",170,"38.2%","64.7%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Math","Special Education",34,"38.2%","59.7%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Math","Non-Special Education",173,"37.6%","62.1%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","ELA","Special Education",34,"44.1%","68.4%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","ELA","Non-Special Education",283,"53.4%","77.9%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Math","Special Education",34,"38.2%","62.3%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Math","Non-Special Education",283,"55.8%","79.6%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","ELA","Special Education",37,"32.4%","60.3%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","ELA","Non-Special Education",180,"41.1%","66.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Math","Special Education",37,"29.7%","47.1%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Math","Non-Special Education",180,"34.4%","59.5%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","ELA","Special Education",11,"*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","ELA","Non-Special Education",6,"*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Math","Special Education",11,"*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Math","Non-Special Education",8,"*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","ELA","Special Education",25,"36.0%","72.6%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","ELA","Non-Special Education",194,"33.0%","57.0%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Math","Special Education",25,"24.0%","49.0%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Math","Non-Special Education",194,"40.2%","66.5%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","ELA","Special Education",24,"41.7%","52.5%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","ELA","Non-Special Education",200,"43.5%","65.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Math","Special Education",24,"25.0%","46.1%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Math","Non-Special Education",201,"40.3%","61.6%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","ELA","Special Education",18,"*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","ELA","Non-Special Education",232,"38.8%","59.2%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Math","Special Education",18,"*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Math","Non-Special Education",232,"47.8%","67.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","ELA","Special Education",40,"20.0%","48.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","ELA","Non-Special Education",290,"42.1%","64.4%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Math","Special Education",40,"47.5%","64.1%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Math","Non-Special Education",335,"34.6%","55.8%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","ELA","Special Education",32,"31.3%","49.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","ELA","Non-Special Education",201,"28.4%","54.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Math","Special Education",32,"15.6%","39.2%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Math","Non-Special Education",203,"35.5%","58.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","ELA","Special Education",29,"34.5%","57.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","ELA","Non-Special Education",188,"39.9%","65.6%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Math","Special Education",29,"37.9%","60.0%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Math","Non-Special Education",190,"43.2%","66.2%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","ELA","Special Education",27,"18.5%","43.5%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","ELA","Non-Special Education",250,"46.0%","72.4%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Math","Special Education",27,"44.4%","64.3%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Math","Non-Special Education",251,"57.8%","81.8%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","ELA","Special Education",42,"21.4%","41.0%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","ELA","Non-Special Education",190,"36.8%","63.3%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Math","Special Education",42,"35.7%","54.9%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Math","Non-Special Education",189,"43.4%","66.9%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","ELA","Special Education",12,"*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","ELA","Non-Special Education",73,"46.6%","78.1%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Math","Special Education",11,"*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Math","Non-Special Education",74,"70.3%","94.4%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","ELA","Special Education",25,"32.0%","55.6%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","ELA","Non-Special Education",202,"49.0%","70.3%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Math","Special Education",24,"58.3%","72.9%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Math","Non-Special Education",200,"47.0%","70.2%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","ELA","Special Education",34,"20.6%","51.0%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","ELA","Non-Special Education",196,"45.9%","67.5%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Math","Special Education",34,"32.4%","45.8%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Math","Non-Special Education",196,"43.4%","66.9%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","ELA","Special Education",7,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","ELA","Non-Special Education",32,"68.8%","93.2%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Math","Special Education",7,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Math","Non-Special Education",32,"34.4%","71.8%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","ELA","Special Education",33,"21.2%","46.4%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","ELA","Non-Special Education",285,"29.8%","54.3%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Math","Special Education",33,"27.3%","48.7%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Math","Non-Special Education",285,"21.1%","42.0%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","Special Education","*","*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","Non-Special Education","*","44.8%","71.4%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Math","Special Education","*","*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Math","Non-Special Education","*","33.8%","70.9%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","ELA","Special Education",26,"19.2%","56.7%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","ELA","Non-Special Education",187,"37.4%","63.6%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Math","Special Education",27,"40.7%","56.5%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Math","Non-Special Education",188,"52.7%","77.9%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","ELA","Special Education","*","*","*"
