"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Male",387,"39.3%","59.1%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Female",363,"43.8%","63.0%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Male",49,"57.1%","83.2%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Female",34,"58.8%","78.4%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Male",47,"40.4%","65.5%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Female",30,"43.3%","67.1%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Male",46,"45.7%","60.7%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Female",36,"50.0%","71.3%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Male",19,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Female",13,"*","*"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Male",76,"56.6%","72.5%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Female",89,"52.8%","72.4%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Male",9,"*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Female",11,"*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Male",17,"*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Female",20,"60.0%","84.8%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Male",28,"60.7%","88.7%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Female",35,"45.7%","68.9%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Male",183,"38.3%","59.1%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Female",129,"44.2%","66.2%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Male",20,"45.0%","71.3%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Female",26,"61.5%","85.9%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Male",124,"44.4%","66.6%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Female",125,"61.6%","81.9%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Male",46,"41.3%","69.3%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Female",51,"60.8%","82.8%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Male",62,"53.2%","75.2%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Female",63,"47.6%","69.8%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Male",155,"23.9%","46.4%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Female",162,"38.3%","55.2%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Male",77,"58.4%","77.7%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Female",58,"50.0%","70.9%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Male",76,"57.9%","80.8%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Female",76,"51.3%","73.1%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Male",230,"51.7%","71.5%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Female",194,"60.3%","77.4%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Male",63,"38.1%","62.0%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Female",59,"49.2%","70.8%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Male",55,"38.2%","74.0%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Female",70,"62.9%","85.1%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Male",253,"45.5%","64.4%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Female",257,"50.2%","65.5%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Male",69,"47.8%","70.4%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Female",51,"56.9%","77.4%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Male",262,"42.4%","64.7%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Female",225,"36.4%","53.4%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Male",84,"45.2%","74.5%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Female",106,"51.9%","79.5%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Male",23,"47.8%","75.0%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Female",24,"75.0%","95.3%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Male",29,"69.0%","87.4%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Female",35,"65.7%","82.1%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Male",395,"47.3%","65.2%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Female",328,"52.4%","70.2%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Male",29,"48.3%","71.3%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Female",20,"50.0%","69.9%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Male",35,"57.1%","87.9%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Female",37,"75.7%","93.3%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Male",168,"41.7%","60.1%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Female",163,"46.0%","61.6%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Male",50,"70.0%","85.2%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Female",51,"64.7%","79.0%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Male",46,"69.6%","87.7%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Female",41,"80.5%","95.8%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Male",72,"69.4%","84.7%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Female",71,"63.4%","77.8%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Male",354,"45.8%","61.3%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Female",359,"49.9%","64.2%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Male",60,"38.3%","67.1%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Female",56,"58.9%","74.2%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Male",61,"72.1%","93.4%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Female",53,"67.9%","87.9%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Male",64,"67.2%","88.8%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Female",59,"76.3%","92.7%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Male",233,"38.2%","54.2%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Female",215,"38.1%","53.9%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Male",56,"58.9%","78.5%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Female",51,"60.8%","77.6%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Male",293,"34.5%","52.0%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Female",292,"44.2%","59.8%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Male",71,"46.5%","68.8%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Female",65,"50.8%","76.4%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Male",79,"54.4%","76.3%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Female",85,"61.2%","80.9%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Male",98,"56.1%","79.6%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Female",97,"60.8%","77.8%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Male",58,"43.1%","58.8%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Female",67,"50.7%","65.5%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Male",21,"52.4%","71.8%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Female",23,"69.6%","84.3%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Male",81,"43.2%","65.9%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Female",70,"40.0%","63.4%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Male",85,"51.8%","73.5%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Female",74,"59.5%","75.8%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Male",258,"26.4%","45.1%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Female",284,"35.6%","54.5%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Male",30,"43.3%","57.6%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Female",38,"44.7%","72.7%"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","Male","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Male",30,"66.7%","83.2%"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Female",29,"41.4%","71.2%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Male",43,"48.8%","82.0%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Female",45,"82.2%","98.6%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Male",425,"38.1%","56.0%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Female",386,"45.3%","60.5%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Male",38,"57.9%","81.2%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Female",36,"83.3%","100.0%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Male",31,"45.2%","75.0%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Female",37,"56.8%","72.6%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Male",341,"51.3%","72.5%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Female",350,"59.7%","77.9%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Male",22,"77.3%","91.7%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Female",23,"39.1%","73.4%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Male",58,"46.6%","73.9%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Female",41,"48.8%","65.1%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Male",51,"45.1%","65.5%"
