"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0900011""","New Canaan School District","=""0900211""","South School","Hispanic/Latino of any race",8,"*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School","Black or African American","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","American Indian or Alaska Native","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","White",75,"69.3%","85.7%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Asian","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","Hispanic/Latino of any race","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","American Indian or Alaska Native","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","White",238,"50.8%","74.7%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Asian",6,"*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Two or More Races","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Hispanic/Latino of any race",35,"57.1%","72.8%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Black or African American",7,"*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","American Indian or Alaska Native","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","White",441,"51.0%","69.4%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Asian",15,"*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Two or More Races","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Hispanic/Latino of any race",36,"33.3%","53.8%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Black or African American",7,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","White",183,"42.1%","65.7%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Asian","*","*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Two or More Races","*","*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Hispanic/Latino of any race",6,"*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","White",13,"*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Hispanic/Latino of any race",62,"17.7%","42.1%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Black or African American",138,"24.6%","51.4%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","White","*","37.5%","50.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Hispanic/Latino of any race",78,"29.5%","51.1%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Black or African American",138,"22.5%","45.1%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","White",23,"73.9%","93.2%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Hispanic/Latino of any race",58,"55.2%","74.9%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Black or African American",139,"40.3%","66.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","White",57,"66.7%","88.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Hispanic/Latino of any race",115,"44.3%","69.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Black or African American","*","54.4%","81.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","White",104,"50.0%","69.9%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Asian",6,"*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Hispanic/Latino of any race",126,"43.7%","68.2%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Black or African American",190,"33.2%","59.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","White",27,"37.0%","60.7%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Asian",11,"*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Hispanic/Latino of any race",95,"33.7%","58.7%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Black or African American",76,"35.5%","60.0%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","White","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Hispanic/Latino of any race",42,"40.5%","61.9%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Black or African American",126,"29.4%","55.6%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","White","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Hispanic/Latino of any race",41,"31.7%","57.5%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Black or African American",101,"30.7%","57.9%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","White",8,"*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Hispanic/Latino of any race",129,"43.4%","69.7%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Black or African American",94,"36.2%","63.2%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","White","*","35.0%","73.0%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Hispanic/Latino of any race",187,"39.0%","66.4%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Black or African American",51,"29.4%","58.3%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","White",7,"*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Hispanic/Latino of any race",192,"36.5%","61.8%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Black or African American","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","White",13,"*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Hispanic/Latino of any race",142,"50.7%","74.8%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Black or African American",156,"55.1%","78.6%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","White",40,"42.5%","73.1%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Hispanic/Latino of any race",27,"59.3%","84.5%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Black or African American",145,"33.8%","58.9%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","White","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Hispanic/Latino of any race","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Black or African American",10,"*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","White",9,"*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Asian",6,"*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Hispanic/Latino of any race",110,"34.5%","59.1%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Black or African American",94,"29.8%","56.3%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","White",58,"60.3%","79.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Hispanic/Latino of any race",40,"47.5%","66.4%"
