"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Female",281,"40.2%","58.5%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Male",387,"34.6%","54.0%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Female",363,"38.3%","55.5%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Male",49,"77.6%","97.0%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Female",34,"82.4%","100.0%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Male",47,"31.9%","67.3%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Female",30,"56.7%","85.3%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Male",45,"33.3%","57.5%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Female",35,"65.7%","79.6%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Male",19,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Female",13,"*","*"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Male",75,"54.7%","74.8%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Female",89,"64.0%","84.0%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Male",9,"*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Female",11,"*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Male",17,"*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Female",20,"80.0%","94.2%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Male",28,"42.9%","79.2%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Female",35,"34.3%","74.5%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Male",182,"44.5%","61.6%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Female",129,"46.5%","68.0%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Male",20,"35.0%","65.0%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Female",26,"38.5%","74.1%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Male",124,"49.2%","71.8%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Female",125,"57.6%","76.5%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Male",45,"20.0%","50.2%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Female",51,"31.4%","59.5%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Male",62,"43.5%","63.2%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Female",63,"33.3%","57.7%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Male",155,"34.2%","50.0%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Female",162,"33.3%","55.4%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Male",77,"48.1%","75.2%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Female",58,"56.9%","80.7%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Male",76,"44.7%","69.8%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Female",76,"43.4%","68.3%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Male",229,"52.8%","70.7%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Female",197,"61.4%","76.1%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Male",61,"32.8%","61.0%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Female",59,"33.9%","61.4%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Male",55,"40.0%","56.6%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Female",70,"35.7%","61.1%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Male",253,"53.4%","72.9%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Female",257,"61.5%","81.6%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Male",69,"52.2%","80.5%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Female",51,"51.0%","76.9%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Male",262,"37.8%","59.3%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Female",221,"35.3%","55.5%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Male",77,"48.1%","70.0%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Female",97,"44.3%","65.4%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Male",23,"30.4%","58.4%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Female",24,"54.2%","84.8%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Male",29,"75.9%","99.3%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Female",35,"68.6%","94.8%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Male",393,"52.4%","70.8%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Female",326,"56.1%","76.8%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Male",29,"37.9%","71.4%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Female",20,"50.0%","68.6%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Male",35,"57.1%","79.2%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Female",37,"43.2%","60.9%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Male",167,"58.7%","76.7%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Female",163,"63.2%","78.1%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Male",50,"62.0%","80.0%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Female",51,"47.1%","65.2%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Male",45,"53.3%","75.7%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Female",41,"63.4%","85.6%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Male",72,"40.3%","63.5%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Female",72,"43.1%","68.3%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Male",353,"57.5%","72.1%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Female",355,"59.2%","76.5%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Male",60,"58.3%","88.7%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Female",56,"44.6%","73.7%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Male",62,"66.1%","88.6%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Female",53,"47.2%","75.4%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Male",65,"70.8%","94.2%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Female",59,"76.3%","95.6%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Male",235,"49.8%","65.2%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Female",214,"46.7%","67.6%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Male",56,"46.4%","70.7%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Female",52,"38.5%","72.0%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Male",293,"40.6%","57.5%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Female",292,"44.5%","63.6%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Male",72,"59.7%","85.2%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Female",64,"57.8%","84.8%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Male",82,"67.1%","88.1%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Female",86,"61.6%","85.5%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Male",98,"49.0%","68.9%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Female",97,"51.5%","68.2%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Male",58,"53.4%","69.4%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Female",67,"58.2%","81.7%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Male",21,"42.9%","70.1%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Female",23,"26.1%","56.2%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Male",81,"51.9%","78.4%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Female",70,"34.3%","69.0%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Male",84,"71.4%","91.0%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Female",74,"60.8%","85.2%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Male",258,"40.7%","58.6%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Female",284,"48.9%","69.0%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Male",30,"66.7%","86.2%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Female",38,"36.8%","51.7%"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","Male","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Male",30,"73.3%","97.3%"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Female",29,"65.5%","93.1%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Male",43,"58.1%","88.9%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Female",45,"60.0%","92.8%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Male",425,"47.8%","64.4%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Female",386,"50.0%","67.8%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Male",38,"52.6%","76.5%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Female",36,"47.2%","75.6%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Male",31,"61.3%","86.9%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Female",37,"56.8%","88.0%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Male",343,"43.7%","66.1%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Female",350,"46.9%","69.2%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Male",22,"59.1%","88.8%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Female",23,"69.6%","89.0%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Male",59,"54.2%","81.0%"
