"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Special Education",13,"*","*"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Non-Special Education",67,"50.7%","71.3%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Special Education",8,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Non-Special Education",24,"79.2%","96.7%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Special Education",22,"50.0%","67.4%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Non-Special Education",142,"61.3%","81.7%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Special Education","*","*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Non-Special Education","*","*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Special Education",7,"*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Non-Special Education",30,"76.7%","92.4%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Special Education",8,"*","*"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Non-Special Education",55,"36.4%","75.0%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Special Education",45,"20.0%","41.1%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Non-Special Education",266,"49.6%","68.2%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Special Education",6,"*","*"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Non-Special Education",40,"40.0%","73.1%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Special Education",41,"39.0%","63.6%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Non-Special Education",208,"56.3%","76.2%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Special Education",11,"*","*"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Non-Special Education",85,"25.9%","53.7%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Special Education",16,"*","*"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Non-Special Education",109,"38.5%","62.3%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Special Education",43,"30.2%","41.6%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Non-Special Education",274,"34.3%","54.5%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Special Education",9,"*","*"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Non-Special Education",126,"54.0%","79.8%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Special Education",21,"28.6%","58.5%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Non-Special Education",131,"46.6%","70.7%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Special Education",41,"26.8%","45.4%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Non-Special Education",385,"60.0%","76.2%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Special Education",16,"*","*"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Non-Special Education",104,"36.5%","64.0%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Special Education",14,"*","*"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Non-Special Education",111,"40.5%","63.1%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Special Education",74,"36.5%","53.1%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Non-Special Education",436,"61.0%","81.4%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Special Education",17,"*","*"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Non-Special Education",103,"51.5%","77.1%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Special Education",69,"44.9%","61.7%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Non-Special Education",414,"35.3%","56.9%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Special Education",21,"42.9%","74.4%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Non-Special Education",153,"46.4%","66.5%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Special Education",6,"*","*"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Non-Special Education",41,"43.9%","69.3%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Special Education",11,"*","*"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Non-Special Education",53,"69.8%","96.6%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Special Education",122,"48.4%","67.0%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Non-Special Education",597,"55.3%","74.9%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Special Education",9,"*","*"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Non-Special Education",40,"47.5%","72.9%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Special Education",11,"*","*"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Non-Special Education",61,"54.1%","71.8%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Special Education",38,"52.6%","72.5%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Non-Special Education",292,"62.0%","78.0%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Special Education",12,"*","*"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Non-Special Education",89,"55.1%","72.0%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Special Education",10,"*","*"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Non-Special Education",76,"60.5%","83.3%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Special Education",12,"*","*"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Non-Special Education",132,"43.9%","68.6%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Special Education",59,"30.5%","42.8%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Non-Special Education",649,"60.9%","77.2%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Special Education","*","*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Non-Special Education","*","52.3%","81.5%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Special Education",12,"*","*"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Non-Special Education",103,"59.2%","85.4%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Special Education",13,"*","*"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Non-Special Education",111,"76.6%","98.7%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Special Education",52,"30.8%","41.3%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Non-Special Education",397,"50.6%","69.6%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Special Education",10,"*","*"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Non-Special Education",98,"42.9%","72.3%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Special Education",55,"29.1%","49.8%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Non-Special Education",530,"44.0%","61.7%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Special Education",14,"*","*"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Non-Special Education",122,"60.7%","86.3%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Special Education",12,"*","*"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Non-Special Education",156,"65.4%","87.4%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Special Education",33,"33.3%","53.9%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Non-Special Education",162,"53.7%","71.6%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Special Education",9,"*","*"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Non-Special Education",116,"56.0%","75.6%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Special Education",6,"*","*"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Non-Special Education",38,"36.8%","62.2%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Special Education",21,"28.6%","62.0%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Non-Special Education",130,"46.2%","75.9%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Special Education",16,"*","*"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Non-Special Education",142,"68.3%","88.9%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Special Education",70,"42.9%","58.7%"
