"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Subject","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Math","Female",52,"30.8%","64.1%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","ELA","Male",59,"55.9%","78.7%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","ELA","Female",50,"64.0%","83.6%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Math","Male",59,"57.6%","85.7%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Math","Female",50,"64.0%","90.6%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","ELA","Male",116,"47.4%","65.7%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","ELA","Female",105,"56.2%","75.5%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Math","Male",116,"50.9%","71.2%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Math","Female",105,"46.7%","65.2%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","ELA","Male",96,"46.9%","65.8%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","ELA","Female",112,"60.7%","75.6%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Math","Male",96,"61.5%","81.5%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Math","Female",112,"63.4%","84.6%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","ELA","Male",52,"34.6%","63.8%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","ELA","Female",39,"48.7%","74.9%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Math","Male",52,"32.7%","72.5%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Math","Female",39,"30.8%","61.1%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","ELA","Male",112,"45.5%","64.0%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","ELA","Female",96,"47.9%","64.4%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Math","Male",112,"42.0%","63.2%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Math","Female",96,"35.4%","53.7%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","ELA","Male",61,"27.9%","41.6%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","ELA","Female",76,"28.9%","46.2%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Math","Male",61,"32.8%","54.5%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Math","Female",76,"50.0%","67.6%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","ELA","Male",35,"48.6%","77.3%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","ELA","Female",41,"56.1%","76.2%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Math","Male",35,"40.0%","69.0%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Math","Female",41,"46.3%","61.2%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","ELA","Male",80,"30.0%","49.6%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","ELA","Female",80,"45.0%","69.1%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Math","Male",80,"61.3%","78.6%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Math","Female",79,"58.2%","81.4%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","ELA","Male",121,"53.7%","74.3%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","ELA","Female",114,"42.1%","59.9%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Math","Male",121,"39.7%","61.2%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Math","Female",114,"42.1%","65.2%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","ELA","Male",228,"46.5%","62.8%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","ELA","Female",189,"51.9%","68.5%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Math","Male",226,"54.4%","73.4%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Math","Female",185,"52.4%","69.0%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","ELA","Male",45,"62.2%","84.6%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","ELA","Female",40,"65.0%","88.6%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Math","Male",45,"66.7%","94.5%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Math","Female",40,"65.0%","90.3%"
"=""2010012""","Regional School District 01","=""2010312""","SELC","ELA","Male","*","*","*"
"=""2010012""","Regional School District 01","=""2010312""","SELC","Math","Male","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL","ELA","Male","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL","Math","Male","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","ELA","Male",150,"39.3%","53.9%"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","ELA","Female",149,"46.3%","61.6%"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Math","Male",150,"43.3%","58.8%"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Math","Female",149,"38.9%","58.7%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","ELA","Male",182,"55.5%","72.8%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","ELA","Female",175,"57.7%","75.2%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Math","Male",182,"63.7%","79.6%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Math","Female",175,"68.0%","85.1%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","ELA","Male",171,"46.2%","64.2%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","ELA","Female",181,"45.3%","66.3%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Math","Male",171,"53.8%","67.5%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Math","Female",181,"48.6%","65.9%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","ELA","Male",29,"51.7%","66.5%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","ELA","Female",32,"68.8%","89.6%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Math","Male",29,"44.8%","73.6%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Math","Female",32,"62.5%","83.2%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","ELA","Male",21,"23.8%","50.8%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","ELA","Female",15,"*","*"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Math","Male",21,"42.9%","65.3%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Math","Female",15,"*","*"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","ELA","Male",59,"37.3%","48.8%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","ELA","Female",57,"40.4%","59.4%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Math","Male",58,"20.7%","35.6%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Math","Female",56,"44.6%","59.0%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","ELA","Male",11,"*","*"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","ELA","Female",20,"65.0%","78.0%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Math","Male",11,"*","*"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Math","Female",20,"40.0%","61.0%"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","ELA","Male","*","*","*"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","Math","Male","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","ELA","Male","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","Math","Male","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","ELA","Male",146,"44.5%","63.2%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","ELA","Female",133,"49.6%","64.0%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Math","Male",146,"57.5%","73.8%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Math","Female",130,"62.3%","80.6%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","ELA","Male",267,"31.8%","48.5%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","ELA","Female",282,"41.5%","58.8%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Math","Male",268,"44.8%","60.5%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Math","Female",281,"40.2%","58.5%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","ELA","Male",387,"39.3%","59.1%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","ELA","Female",363,"43.8%","63.0%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Math","Male",387,"34.6%","54.0%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Math","Female",363,"38.3%","55.5%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","ELA","Male",49,"57.1%","83.2%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","ELA","Female",34,"58.8%","78.4%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Math","Male",49,"77.6%","97.0%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Math","Female",34,"82.4%","100.0%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","ELA","Male",47,"40.4%","65.5%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","ELA","Female",30,"43.3%","67.1%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Math","Male",47,"31.9%","67.3%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Math","Female",30,"56.7%","85.3%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","ELA","Male",46,"45.7%","60.7%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","ELA","Female",36,"50.0%","71.3%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Math","Male",45,"33.3%","57.5%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Math","Female",35,"65.7%","79.6%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","ELA","Male",19,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","ELA","Female",13,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Math","Male",19,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Math","Female",13,"*","*"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","ELA","Male",76,"56.6%","72.5%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","ELA","Female",89,"52.8%","72.4%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Math","Male",75,"54.7%","74.8%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Math","Female",89,"64.0%","84.0%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","ELA","Male",9,"*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","ELA","Female",11,"*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Math","Male",9,"*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Math","Female",11,"*","*"
