"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","High Needs",33,"39.4%","61.4%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Non-High Needs",47,"53.2%","71.2%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","High Needs",9,"*","*"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Non-High Needs",23,"78.3%","96.1%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","High Needs",33,"54.5%","71.6%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Non-High Needs",131,"61.1%","81.8%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","High Needs","*","*","*"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Non-High Needs","*","*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","High Needs",10,"*","*"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Non-High Needs",27,"74.1%","90.5%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","High Needs",10,"*","*"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Non-High Needs",53,"35.8%","75.7%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","High Needs",67,"26.9%","50.0%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Non-High Needs",244,"50.4%","68.2%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","High Needs",10,"*","*"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Non-High Needs",36,"38.9%","71.3%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","High Needs",53,"35.8%","60.6%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Non-High Needs",196,"58.2%","77.8%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","High Needs",21,"23.8%","55.0%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Non-High Needs",75,"26.7%","55.2%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","High Needs",31,"29.0%","52.3%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Non-High Needs",94,"41.5%","63.1%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","High Needs",75,"30.7%","47.0%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Non-High Needs",242,"34.7%","54.6%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","High Needs",25,"36.0%","65.8%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Non-High Needs",110,"55.5%","80.2%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","High Needs",26,"30.8%","62.5%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Non-High Needs",126,"46.8%","70.4%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","High Needs",65,"32.3%","50.1%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Non-High Needs",361,"61.2%","77.4%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","High Needs",27,"18.5%","48.3%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Non-High Needs",93,"37.6%","64.9%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","High Needs",17,"*","*"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Non-High Needs",108,"40.7%","63.3%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","High Needs",100,"36.0%","54.4%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Non-High Needs",410,"62.7%","82.9%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","High Needs",30,"46.7%","78.4%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Non-High Needs",90,"53.3%","79.2%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","High Needs",120,"43.3%","60.3%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Non-High Needs",363,"34.4%","56.7%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","High Needs",51,"35.3%","60.2%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Non-High Needs",123,"50.4%","70.4%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","High Needs",9,"*","*"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Non-High Needs",38,"42.1%","68.9%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","High Needs",15,"*","*"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Non-High Needs",49,"71.4%","98.4%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","High Needs",169,"49.1%","68.8%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Non-High Needs",550,"55.6%","75.0%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","High Needs",11,"*","*"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Non-High Needs",38,"50.0%","73.1%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","High Needs",15,"*","*"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Non-High Needs",57,"56.1%","73.8%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","High Needs",47,"53.2%","72.7%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Non-High Needs",283,"62.2%","78.2%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","High Needs",14,"*","*"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Non-High Needs",87,"56.3%","73.3%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","High Needs",11,"*","*"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Non-High Needs",75,"60.0%","82.9%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","High Needs",16,"*","*"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Non-High Needs",128,"45.3%","68.8%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","High Needs",74,"40.5%","53.4%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Non-High Needs",634,"60.4%","76.8%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","High Needs",6,"*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Non-High Needs",110,"52.7%","82.2%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","High Needs",14,"*","*"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Non-High Needs",101,"59.4%","85.1%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","High Needs",20,"45.0%","69.7%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Non-High Needs",104,"78.8%","99.7%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","High Needs",64,"34.4%","48.4%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Non-High Needs",385,"50.6%","69.3%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","High Needs",13,"*","*"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Non-High Needs",95,"44.2%","72.7%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","High Needs",132,"36.4%","54.4%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Non-High Needs",453,"44.4%","62.4%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","High Needs",37,"45.9%","82.3%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Non-High Needs",99,"63.6%","86.0%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","High Needs",28,"67.9%","90.3%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Non-High Needs",140,"63.6%","86.1%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","High Needs",48,"33.3%","55.4%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Non-High Needs",147,"55.8%","72.9%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","High Needs",23,"43.5%","73.6%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Non-High Needs",102,"58.8%","76.5%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","High Needs",15,"*","*"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Non-High Needs",29,"37.9%","65.4%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","High Needs",46,"28.3%","61.2%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Non-High Needs",105,"50.5%","79.6%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","High Needs",57,"61.4%","89.5%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Non-High Needs",101,"69.3%","87.6%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","High Needs",201,"38.3%","58.1%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Non-High Needs",341,"49.0%","67.5%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","High Needs",23,"47.8%","75.1%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Non-High Needs",45,"51.1%","62.8%"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","High Needs","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","High Needs",17,"*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Non-High Needs",42,"71.4%","94.8%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","High Needs",24,"50.0%","82.1%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Non-High Needs",64,"62.5%","94.2%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","High Needs",244,"44.7%","63.3%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Non-High Needs",567,"50.6%","67.2%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","High Needs",33,"36.4%","62.5%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Non-High Needs",41,"61.0%","87.0%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","High Needs",19,"*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Non-High Needs",49,"69.4%","96.2%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","High Needs",229,"41.5%","62.8%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Non-High Needs",464,"47.2%","70.1%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","High Needs",20,"50.0%","80.0%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Non-High Needs",25,"76.0%","95.9%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","High Needs",18,"*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Non-High Needs",82,"54.9%","80.7%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","High Needs",65,"50.8%","71.3%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Non-High Needs",42,"61.9%","81.6%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","High Needs",30,"56.7%","75.5%"
