"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Subject","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Math","Asian","*","*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Math","Two or More Races",6,"*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Math","Hispanic/Latino of any race",16,"*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Math","Black or African American","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","American Indian or Alaska Native","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","White",639,"44.4%","59.5%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Asian",35,"54.3%","61.0%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Two or More Races",15,"*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Hispanic/Latino of any race",55,"47.3%","63.0%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Black or African American","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","American Indian or Alaska Native","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","White",638,"46.7%","66.3%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Asian",35,"57.1%","77.7%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Two or More Races",15,"*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Hispanic/Latino of any race",55,"47.3%","68.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Black or African American","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","White",91,"62.6%","76.1%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Asian","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Two or More Races","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Hispanic/Latino of any race",8,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Black or African American","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","White",91,"61.5%","80.1%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Asian","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Two or More Races","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Hispanic/Latino of any race",8,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Black or African American","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","American Indian or Alaska Native","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","White",128,"55.5%","70.6%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Asian",7,"*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Two or More Races","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Hispanic/Latino of any race",8,"*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Black or African American","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","American Indian or Alaska Native","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","White",128,"58.6%","83.6%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Asian",7,"*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Two or More Races","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Hispanic/Latino of any race",8,"*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Black or African American","*","*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","American Indian or Alaska Native","*","*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","White",72,"40.3%","65.0%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","Asian","*","*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","Two or More Races",14,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","Hispanic/Latino of any race",13,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","American Indian or Alaska Native","*","*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","White",72,"47.2%","73.2%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","Asian","*","*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","Two or More Races",14,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","Hispanic/Latino of any race",13,"*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","American Indian or Alaska Native",6,"*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","White",356,"38.8%","56.8%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Asian",44,"47.7%","71.2%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Two or More Races",58,"36.2%","60.8%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Hispanic/Latino of any race",41,"51.2%","68.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Black or African American",10,"*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","American Indian or Alaska Native",6,"*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","White",356,"35.4%","55.8%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Asian",44,"47.7%","67.0%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Two or More Races",58,"29.3%","55.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Hispanic/Latino of any race",41,"39.0%","56.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Black or African American",10,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","White",63,"47.6%","67.7%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Asian",12,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Two or More Races",15,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Hispanic/Latino of any race","*","*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Black or African American","*","*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","White",63,"58.7%","86.2%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Asian",13,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Two or More Races",15,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Hispanic/Latino of any race","*","*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Black or African American","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","American Indian or Alaska Native","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","White",75,"70.7%","92.3%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Asian",6,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Two or More Races",13,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Hispanic/Latino of any race",6,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Black or African American","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","American Indian or Alaska Native","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","White",75,"80.0%","99.2%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Asian",6,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Two or More Races",13,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Hispanic/Latino of any race",6,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Black or African American","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","White",22,"22.7%","47.4%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Asian","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Two or More Races","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Hispanic/Latino of any race",14,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Black or African American","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","White",22,"36.4%","66.9%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Asian","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Two or More Races","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Hispanic/Latino of any race",13,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Black or African American","*","*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELA","White",414,"40.1%","59.7%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELA","Asian",23,"43.5%","58.4%"
