"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",5,"Math","Non-Special Education",38,2449,2472,23,"26.3%","58.1%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",6,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",6,"ELA","Non-Special Education",43,2519,2554,35,"46.5%","66.7%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",6,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",6,"Math","Non-Special Education",43,2505,2532,27,"34.9%","61.2%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",7,"ELA","Non-Special Education","*",2508,2567,59,"55.6%","75.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",7,"Math","Non-Special Education","*",2492,2529,37,"52.8%","70.6%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",8,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",8,"ELA","Non-Special Education",38,2533,2566,33,"34.2%","56.7%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",8,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",8,"Math","Non-Special Education",38,2503,2533,30,"44.7%","62.4%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School",4,"ELA","Non-Special Education",32,2369,2461,92,"68.8%","93.2%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School",4,"Math","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School",4,"Math","Non-Special Education",32,2387,2436,49,"34.4%","71.8%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",4,"ELA","Non-Special Education",58,2386,2426,39,"24.1%","55.8%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",4,"Math","Non-Special Education",58,2385,2407,22,"5.2%","39.1%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",5,"ELA","Non-Special Education",59,2416,2456,40,"32.2%","56.5%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",5,"Math","Non-Special Education",59,2419,2434,15,"25.4%","45.1%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",6,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",6,"ELA","Non-Special Education",54,2482,2508,26,"29.6%","54.7%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",6,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",6,"Math","Non-Special Education",54,2448,2462,14,"31.5%","44.5%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",7,"ELA","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",7,"ELA","Non-Special Education",56,2512,2538,26,"32.1%","54.9%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",7,"Math","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",7,"Math","Non-Special Education",56,2475,2476,1,"16.1%","38.3%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",8,"ELA","Non-Special Education","*",2511,2534,24,"31.0%","49.6%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",8,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",8,"Math","Non-Special Education","*",2455,2469,14,"27.6%","42.8%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School",4,"ELA","Non-Special Education","*",2371,2433,62,"44.8%","71.4%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School",4,"Math","Non-Special Education","*",2369,2422,53,"33.8%","70.9%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",4,"ELA","Non-Special Education","*",2380,2448,68,"41.7%","76.7%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",4,"Math","Non-Special Education","*",2375,2436,62,"47.4%","79.7%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",5,"ELA","Non-Special Education",42,2374,2452,77,"57.1%","83.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",5,"Math","Non-Special Education",43,2376,2451,75,"74.4%","93.7%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",6,"ELA","Non-Special Education","*",2425,2463,38,"31.7%","58.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",6,"Math","Non-Special Education","*",2416,2475,58,"51.2%","79.5%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",7,"ELA","Non-Special Education","*",2454,2480,26,"23.3%","47.2%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",7,"Math","Non-Special Education","*",2442,2474,32,"30.0%","63.4%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",8,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",8,"ELA","Non-Special Education",38,2468,2490,22,"28.9%","48.1%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",8,"Math","Special Education",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",8,"Math","Non-Special Education",36,2446,2491,45,"52.8%","67.4%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy",4,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy",4,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy",4,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",4,"ELA","Non-Special Education",34,2390,2414,24,"26.5%","48.4%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",4,"Math","Non-Special Education",34,2391,2416,25,"17.6%","45.2%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",5,"ELA","Non-Special Education",30,2417,2447,30,"23.3%","54.2%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",5,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",5,"Math","Non-Special Education",30,2416,2416,-0,"16.7%","34.1%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",6,"ELA","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",6,"ELA","Non-Special Education",17,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",6,"Math","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",6,"Math","Non-Special Education",17,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",7,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",7,"ELA","Non-Special Education",22,2477,2511,34,"18.2%","55.7%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",7,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",7,"Math","Non-Special Education",22,2452,2458,6,"22.7%","40.8%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",8,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",8,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",8,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",4,"ELA","Non-Special Education","*",2493,2553,60,"67.7%","90.7%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",4,"Math","Non-Special Education",32,2484,2515,31,"31.3%","63.5%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",5,"ELA","Non-Special Education","*",2549,2605,56,"59.5%","81.8%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",5,"Math","Non-Special Education","*",2536,2582,46,"66.7%","84.7%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",6,"ELA","Special Education",6,"*","*","*","*","*"
