"Chronic Absenteeism, 2013-14"
", All Schools, Race/Ethnicity"

"District","District Code","School","School Code","Race/Ethnicity","% Chronically Absent"
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","Hispanic/Latino of any race",14.6
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","Two or More Races","*"
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","White","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Asian","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Black or African American",30.1
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Hispanic/Latino of any race",42.9
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Two or More Races","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","White",38.5
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Asian","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Black or African American",33.3
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Hispanic/Latino of any race",29.9
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Two or More Races","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","White",15.4
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","American Indian or Alaska Native","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Asian","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Black or African American",15.8
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Hispanic/Latino of any race",13.1
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Two or More Races","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","White","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","American Indian or Alaska Native","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Asian","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Black or African American",29.6
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Hispanic/Latino of any race",27.3
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","White","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","American Indian or Alaska Native","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Asian","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Black or African American",13.3
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Hispanic/Latino of any race","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Two or More Races","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","White",6.7
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Black or African American","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Hispanic/Latino of any race","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Asian","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Black or African American",21.7
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Hispanic/Latino of any race",23.9
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Two or More Races","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","White","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","American Indian or Alaska Native","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Asian","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Black or African American",15.2
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Hispanic/Latino of any race",14.8
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Two or More Races","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","White",6.7
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","American Indian or Alaska Native","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Asian","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Black or African American",13.0
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Hispanic/Latino of any race",24.7
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Two or More Races","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","White",13.7
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Asian","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Black or African American",43.4
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Hispanic/Latino of any race","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","White","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Asian","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Black or African American","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Hispanic/Latino of any race",29.9
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Two or More Races","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","White","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","American Indian or Alaska Native","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Asian","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Black or African American",18.1
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Hispanic/Latino of any race",31.3
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Two or More Races","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","White","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Asian","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Black or African American",38.0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Hispanic/Latino of any race",37.1
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","White","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","American Indian or Alaska Native","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Asian","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Black or African American",43.6
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Hispanic/Latino of any race",55.3
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Two or More Races","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","White",30.8
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Asian","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Black or African American",19.2
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Hispanic/Latino of any race",14.7
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","White","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","American Indian or Alaska Native","*"
