"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Female",6.7
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Male",7.5
"Regional School District 13","Francis E. Korn School","=""2130212""","Female","*"
"Regional School District 13","Francis E. Korn School","=""2130212""","Male","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Female","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Male","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","Female",0.0
"Regional School District 13","Frederick Brewster School","=""2130112""","Male","*"
"Regional School District 13","John Lyman School","=""2130512""","Female","*"
"Regional School District 13","John Lyman School","=""2130512""","Male","*"
"Regional School District 13","Middlefield Memorial School","=""2130412""","Female","*"
"Regional School District 13","Middlefield Memorial School","=""2130412""","Male","*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Female",6.8
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Male",4.6
"Regional School District 14","Mitchell Elementary School","=""2140212""","Female",3.1
"Regional School District 14","Mitchell Elementary School","=""2140212""","Male",5.7
"Regional School District 14","Nonnewaug High School","=""2146112""","Female","*"
"Regional School District 14","Nonnewaug High School","=""2146112""","Male","*"
"Regional School District 14","Woodbury Middle School","=""2145112""","Female","*"
"Regional School District 14","Woodbury Middle School","=""2145112""","Male","*"
"Regional School District 15","Gainfield Elementary School","=""2150412""","Female",6.2
"Regional School District 15","Gainfield Elementary School","=""2150412""","Male",5.4
"Regional School District 15","Long Meadow Elementary School","=""2150712""","Female","*"
"Regional School District 15","Long Meadow Elementary School","=""2150712""","Male","*"
"Regional School District 15","Memorial Middle School","=""2155212""","Female",5.0
"Regional School District 15","Memorial Middle School","=""2155212""","Male",7.9
"Regional School District 15","Middlebury Elementary School","=""2150612""","Female","*"
"Regional School District 15","Middlebury Elementary School","=""2150612""","Male","*"
"Regional School District 15","Pomperaug Regional High School","=""2156212""","Female",3.2
"Regional School District 15","Pomperaug Regional High School","=""2156212""","Male",4.5
"Regional School District 15","Pomperaug School","=""2150512""","Female",4.8
"Regional School District 15","Pomperaug School","=""2150512""","Male",9.3
"Regional School District 15","Rochambeau Middle School","=""2155112""","Female",6.7
"Regional School District 15","Rochambeau Middle School","=""2155112""","Male",2.3
"Regional School District 16","Algonquin School","=""2160312""","Female","*"
"Regional School District 16","Algonquin School","=""2160312""","Male","*"
"Regional School District 16","Community School","=""2160212""","Female","*"
"Regional School District 16","Community School","=""2160212""","Male","*"
"Regional School District 16","Laurel Ledge School","=""2160112""","Female",3.5
"Regional School District 16","Laurel Ledge School","=""2160112""","Male",3.3
"Regional School District 16","Long River Middle School","=""2165112""","Female",6.9
"Regional School District 16","Long River Middle School","=""2165112""","Male",5.5
"Regional School District 16","Woodland Regional High School","=""2166012""","Female",16.6
"Regional School District 16","Woodland Regional High School","=""2166012""","Male",13.6
"Regional School District 17","Burr District Elementary School","=""2170212""","Female","*"
"Regional School District 17","Burr District Elementary School","=""2170212""","Male","*"
"Regional School District 17","Haddam Elementary School","=""2170112""","Female","*"
"Regional School District 17","Haddam Elementary School","=""2170112""","Male","*"
"Regional School District 17","Haddam-Killingworth High School","=""2176112""","Female",4.0
"Regional School District 17","Haddam-Killingworth High School","=""2176112""","Male",5.2
"Regional School District 17","Haddam-Killingworth Middle School","=""2175112""","Female",6.1
"Regional School District 17","Haddam-Killingworth Middle School","=""2175112""","Male",4.4
"Regional School District 17","Killingworth Elementary School","=""2170312""","Female",4.7
"Regional School District 17","Killingworth Elementary School","=""2170312""","Male",4.1
"Regional School District 18","Center School","=""2180312""","Female",7.1
"Regional School District 18","Center School","=""2180312""","Male",4.8
"Regional School District 18","Lyme Consolidated School","=""2180112""","Female","*"
"Regional School District 18","Lyme Consolidated School","=""2180112""","Male","*"
"Regional School District 18","Lyme-Old Lyme High School","=""2186112""","Female",6.3
"Regional School District 18","Lyme-Old Lyme High School","=""2186112""","Male",3.6
"Regional School District 18","Lyme-Old Lyme Middle School","=""2185112""","Female",4.6
"Regional School District 18","Lyme-Old Lyme Middle School","=""2185112""","Male",4.5
"Regional School District 18","Mile Creek School","=""2180212""","Female","*"
"Regional School District 18","Mile Creek School","=""2180212""","Male","*"
"Regional School District 19","E. O. Smith High School","=""2196112""","Female",16.7
"Regional School District 19","E. O. Smith High School","=""2196112""","Male",13.9
"Ridgefield School District","Barlow Mountain Elementary School","=""1180811""","Female","*"
"Ridgefield School District","Barlow Mountain Elementary School","=""1180811""","Male","*"
"Ridgefield School District","Branchville Elementary School","=""1180611""","Female",4.1
"Ridgefield School District","Branchville Elementary School","=""1180611""","Male",3.4
"Ridgefield School District","East Ridge Middle School","=""1185111""","Female",5.8
"Ridgefield School District","East Ridge Middle School","=""1185111""","Male",3.3
"Ridgefield School District","Farmingville Elementary School","=""1180411""","Female","*"
"Ridgefield School District","Farmingville Elementary School","=""1180411""","Male","*"
"Ridgefield School District","Ridgebury Elementary School","=""1180311""","Female",3.0
"Ridgefield School District","Ridgebury Elementary School","=""1180311""","Male",4.1
"Ridgefield School District","Ridgefield High School","=""1186111""","Female",8.5
"Ridgefield School District","Ridgefield High School","=""1186111""","Male",6.1
"Ridgefield School District","Scotland Elementary School","=""1180511""","Female","*"
"Ridgefield School District","Scotland Elementary School","=""1180511""","Male","*"
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""","Female",7.1
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""","Male",9.7
"Ridgefield School District","Veterans Park Elementary School","=""1180211""","Female",4.7
"Ridgefield School District","Veterans Park Elementary School","=""1180211""","Male",4.1
"Ridgefield School District","Ridgefield Transition Program","=""1189011""","Male","*"
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""","Female",5.9
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""","Male",5.9
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""","Female",4.4
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""","Male",6.9
"Rocky Hill School District","Rocky Hill High School","=""1196111""","Female",11.1
"Rocky Hill School District","Rocky Hill High School","=""1196111""","Male",12.0
"Rocky Hill School District","West Hill School","=""1190511""","Female",5.1
"Rocky Hill School District","West Hill School","=""1190511""","Male",5.2
"Salem School District","Salem Elementary School","=""1210111""","Female","*"
"Salem School District","Salem Elementary School","=""1210111""","Male","*"
"Salisbury School District","Salisbury Central School","=""1220111""","Female",8.1
"Salisbury School District","Salisbury Central School","=""1220111""","Male",6.4
"Scotland School District","Scotland Elementary School","=""1230111""","Female","*"
"Scotland School District","Scotland Elementary School","=""1230111""","Male","*"
"Seymour School District","Anna L. Lopresti School","=""1240311""","Female",9.9
"Seymour School District","Anna L. Lopresti School","=""1240311""","Male",8.9
"Seymour School District","Bungay School","=""1240111""","Female",5.6
"Seymour School District","Bungay School","=""1240111""","Male",5.2
