"Chronic Absenteeism, Trend"
", All Schools, English Learner Status"

"",,,,,"% Chronically Absent",,,,
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","Two or More Races","*","*","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","White","*","*","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Kindergarten",56.2,54.0,34.9,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","American Indian or Alaska Native","*","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Asian","*","*","*","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Black or African American",33.3,29.3,24.3,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","ELL",44.2,45.9,50.0,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Eligible For Free Lunch",42.1,39.0,40.2,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Female",37.2,35.0,34.0,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Grade   1",45.6,44.2,42.9,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Grade   2",19.6,20.8,26.4,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Grade   3",29.3,34.7,39.3,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Hispanic/Latino of any race",45.8,42.3,41.6,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Male",46.0,41.0,37.8,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Non-ELL",41.3,36.0,33.5,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Non-Special Education",40.7,36.2,31.8,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","School",42.1,38.3,36.1,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Special Education",52.9,50.0,59.4,"N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Two or More Races","*","*","*","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Not Eligible For Lunch","N/A",37.8,"*","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","White","*","*","*","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Eligible For Reduced Lunch","N/A","*","*","N/A","N/A"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Kindergarten","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Black or African American","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","ELL","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Eligible For Free Lunch","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Grade   1","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Grade   2","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Grade   3","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Non-ELL","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","School","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Special Education","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Not Eligible For Lunch","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Black or African American","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","ELL","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Eligible For Free Lunch","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Non-ELL","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","School","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Special Education","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Grade   9","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Grade 10","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Grade 11","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Not Eligible For Lunch","N/A","N/A","N/A","*","N/A"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Grade 12","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Black or African American","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","ELL","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Eligible For Free Lunch","N/A","N/A","N/A",100.0,92.9
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Hispanic/Latino of any race","N/A","N/A","N/A","*",95.0
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Non-ELL","N/A","N/A","N/A",95.2,90.9
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","School","N/A","N/A","N/A",95.8,92.9
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Special Education","N/A","N/A","N/A",95.8,92.9
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Two or More Races","N/A","N/A","N/A","*","N/A"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Grade   9","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Grade 10","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Grade 11","N/A","N/A","N/A","*","N/A"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Not Eligible For Lunch","N/A","N/A","N/A","*","N/A"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Grade 12","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Black or African American","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","ELL","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Eligible For Free Lunch","N/A","N/A","N/A",40.0,"*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Grade   4","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Grade   5","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Grade   6","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Grade   7","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Grade   8","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Hispanic/Latino of any race","N/A","N/A","N/A",43.5,"*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Male","N/A","N/A","N/A",42.9,"*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Non-ELL","N/A","N/A","N/A",33.3,"*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","School","N/A","N/A","N/A",41.9,"*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Special Education","N/A","N/A","N/A",41.9,"*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Not Eligible For Lunch","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","White","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Black or African American","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","ELL","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Eligible For Free Lunch","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Grade   6","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Grade   7","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Grade   8","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Non-ELL","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","School","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Special Education","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Kindergarten","*",10.0,12.7,"*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","American Indian or Alaska Native","N/A","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Black or African American","*",12.3,"*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","ELL","*","*",19.4,"*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Eligible For Free Lunch",11.8,9.5,9.6,5.6,7.1
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Female",10.5,9.5,11.0,4.3,6.6
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Grade   1",0.0,"*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Grade   2","*",9.8,"*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Grade   3","*",11.9,"*","*",10.0
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Grade   4","*",10.3,10.3,"*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Grade   5","*","*",18.3,"*",0.0
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Grade   6",18.4,"*","*","*","*"
