"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Regional School District 07","Northwestern Regional High School","=""2076112""","Special Education","*"
"Regional School District 07","Northwestern Regional Middle School","=""2075112""","Non-Special Education","*"
"Regional School District 07","Northwestern Regional Middle School","=""2075112""","Special Education","*"
"Regional School District 07","STEP","=""2079312""","Non-Special Education","*"
"Regional School District 07","STEP","=""2079312""","Special Education","*"
"Regional School District 07","AIM","=""2079112""","Special Education","*"
"Regional School District 07","FLEX","=""2079012""","Special Education","*"
"Regional School District 07","Intensive Learning Program","=""2079412""","Special Education","*"
"Regional School District 07","LINKS","=""2079212""","Special Education","*"
"Regional School District 08","RHAM High School","=""2086112""","Non-Special Education",13.4
"Regional School District 08","RHAM High School","=""2086112""","Special Education",25.8
"Regional School District 08","RHAM Middle School","=""2085112""","Non-Special Education",19.7
"Regional School District 08","RHAM Middle School","=""2085112""","Special Education",28.9
"Regional School District 08","Region Alternative High School","=""2086212""","Non-Special Education","*"
"Regional School District 09","Joel Barlow High School","=""2096112""","Non-Special Education",12.6
"Regional School District 09","Joel Barlow High School","=""2096112""","Special Education",23.6
"Regional School District 10","Har-Bur Middle School","=""2105112""","Non-Special Education",4.4
"Regional School District 10","Har-Bur Middle School","=""2105112""","Special Education",8.6
"Regional School District 10","Harwinton Consolidated School","=""2100312""","Non-Special Education","*"
"Regional School District 10","Harwinton Consolidated School","=""2100312""","Special Education","*"
"Regional School District 10","Lake Garda Elementary School","=""2100212""","Non-Special Education","*"
"Regional School District 10","Lake Garda Elementary School","=""2100212""","Special Education","*"
"Regional School District 10","Lewis S. Mills High School","=""2106112""","Non-Special Education",6.8
"Regional School District 10","Lewis S. Mills High School","=""2106112""","Special Education",8.8
"Regional School District 11","Parish Hill High School","=""2116112""","Non-Special Education",8.4
"Regional School District 11","Parish Hill High School","=""2116112""","Special Education",15.8
"Regional School District 12","Booth Free School","=""2120212""","Non-Special Education","*"
"Regional School District 12","Booth Free School","=""2120212""","Special Education","*"
"Regional School District 12","Shepaug Valley High School","=""2126112""","Non-Special Education",9.6
"Regional School District 12","Shepaug Valley High School","=""2126112""","Special Education",23.1
"Regional School District 12","Shepaug Valley Middle School","=""2125112""","Non-Special Education","*"
"Regional School District 12","Shepaug Valley Middle School","=""2125112""","Special Education","*"
"Regional School District 12","The Burnham School","=""2120112""","Non-Special Education","*"
"Regional School District 12","The Burnham School","=""2120112""","Special Education","*"
"Regional School District 12","Washington Primary School","=""2120412""","Non-Special Education","*"
"Regional School District 12","Washington Primary School","=""2120412""","Special Education","*"
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Non-Special Education",4.3
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Special Education",12.2
"Regional School District 13","Francis E. Korn School","=""2130212""","Non-Special Education","*"
"Regional School District 13","Francis E. Korn School","=""2130212""","Special Education","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Non-Special Education","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Special Education","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","Non-Special Education","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","Special Education","*"
"Regional School District 13","John Lyman School","=""2130512""","Non-Special Education","*"
"Regional School District 13","John Lyman School","=""2130512""","Special Education","*"
"Regional School District 13","Middlefield Memorial School","=""2130412""","Non-Special Education","*"
"Regional School District 13","Middlefield Memorial School","=""2130412""","Special Education","*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Non-Special Education","*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Special Education","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""","Non-Special Education","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""","Special Education","*"
"Regional School District 14","Nonnewaug High School","=""2146112""","Non-Special Education","*"
"Regional School District 14","Nonnewaug High School","=""2146112""","Special Education","*"
"Regional School District 14","Woodbury Middle School","=""2145112""","Non-Special Education",7.5
"Regional School District 14","Woodbury Middle School","=""2145112""","Special Education",12.8
"Regional School District 15","Gainfield Elementary School","=""2150412""","Non-Special Education",4.1
"Regional School District 15","Gainfield Elementary School","=""2150412""","Special Education",29.4
"Regional School District 15","Long Meadow Elementary School","=""2150712""","Non-Special Education","*"
"Regional School District 15","Long Meadow Elementary School","=""2150712""","Special Education","*"
"Regional School District 15","Memorial Middle School","=""2155212""","Non-Special Education","*"
"Regional School District 15","Memorial Middle School","=""2155212""","Special Education","*"
"Regional School District 15","Middlebury Elementary School","=""2150612""","Non-Special Education","*"
"Regional School District 15","Middlebury Elementary School","=""2150612""","Special Education","*"
"Regional School District 15","Pomperaug Regional High School","=""2156212""","Non-Special Education",5.0
"Regional School District 15","Pomperaug Regional High School","=""2156212""","Special Education",15.8
"Regional School District 15","Pomperaug School","=""2150512""","Non-Special Education",4.9
"Regional School District 15","Pomperaug School","=""2150512""","Special Education",14.8
