"Chronic Absenteeism, 2014-15"
", All Schools, Gender"

"District","District Code","School","School Code","Gender","% Chronically Absent"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",17.3
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",18.2
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","Female","*"
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","Male","*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","Female","*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","Male","*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","Female","*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","Male","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",11.5
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",12.2
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","Female",8.3
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","Male",8.6
"Portland School District","=""1130011""","Valley View School","=""1130211""","Female","*"
"Portland School District","=""1130011""","Valley View School","=""1130211""","Male","*"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","Female",6.6
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","Male",8.5
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","Female",7.5
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","Male",10.9
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","Male","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Female","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Male","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","Female",10.7
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","Male",7.3
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",26.6
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",21.3
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","Female",13.1
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","Male",12.5
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","Female",2.9
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","Male",3.7
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","Female","*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","Male","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",16.2
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",14.4
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","Female",7.2
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","Male",5.8
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",7.5
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",9.5
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","Female",4.6
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","Male",3.1
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","Female",4.3
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","Male",5.9
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",13.8
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",13.9
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","Female","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","Male","*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","Female",11.7
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","Male",9.7
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",3.6
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",2.6
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","Female","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","Male","*"
"Regional School District 07","=""2070012""","AIM","=""2079112""","Female","*"
"Regional School District 07","=""2070012""","AIM","=""2079112""","Male","*"
"Regional School District 07","=""2070012""","FLEX","=""2079012""","Male","*"
"Regional School District 07","=""2070012""","LINKS","=""2079212""","Female","*"
"Regional School District 07","=""2070012""","LINKS","=""2079212""","Male","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",5.7
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",4.4
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","Female","*"
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","Male","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Female","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Male","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",10.8
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",11.2
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","Female",15.2
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","Male",14.2
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",9.2
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",9.0
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","Female",2.7
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","Male",1.7
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","Female",4.0
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","Male",5.4
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","Female","*"
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","Male","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",17.4
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",11.5
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",7.6
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",7.1
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","Female","*"
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","Male",0.0
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Female",12.5
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Male",9.8
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","Female",0.0
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","Male",0.0
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","Female","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","Male","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",8.3
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",4.9
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","Female",0.0
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","Male",0.0
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","Female","*"
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","Male","*"
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","Female","*"
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","Male","*"
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","Female","*"
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","Male","*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","Female","*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","Male","*"
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""","Female","*"
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""","Male","*"
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","Female","*"
