"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Regional School District 05","Amity Middle School: Orange","=""2055212""","Non-Special Education","*"
"Regional School District 05","Amity Middle School: Orange","=""2055212""","Special Education","*"
"Regional School District 05","Amity Regional High School","=""2056112""","Non-Special Education",9.8
"Regional School District 05","Amity Regional High School","=""2056112""","Special Education",13.8
"Regional School District 06","Goshen Center School","=""2060112""","Non-Special Education","*"
"Regional School District 06","Goshen Center School","=""2060112""","Special Education","*"
"Regional School District 06","James Morris School","=""2060212""","Non-Special Education","*"
"Regional School District 06","James Morris School","=""2060212""","Special Education","*"
"Regional School District 06","Wamogo Regional High School","=""2066112""","Non-Special Education",2.7
"Regional School District 06","Wamogo Regional High School","=""2066112""","Special Education",14.5
"Regional School District 06","Warren Elementary School","=""2060312""","Non-Special Education","*"
"Regional School District 06","Warren Elementary School","=""2060312""","Special Education","*"
"Regional School District 07","FLEX","=""2079012""","Non-Special Education","*"
"Regional School District 07","FLEX","=""2079012""","Special Education","*"
"Regional School District 07","Intensive Learning Program","=""2079412""","Non-Special Education","*"
"Regional School District 07","Intensive Learning Program","=""2079412""","Special Education","*"
"Regional School District 07","Northwestern Regional High School","=""2076112""","Non-Special Education",23.3
"Regional School District 07","Northwestern Regional High School","=""2076112""","Special Education",30.2
"Regional School District 07","Northwestern Regional Middle School","=""2075112""","Non-Special Education","*"
"Regional School District 07","Northwestern Regional Middle School","=""2075112""","Special Education","*"
"Regional School District 07","STEP","=""2079312""","Non-Special Education","*"
"Regional School District 07","STEP","=""2079312""","Special Education","*"
"Regional School District 07","AIM","=""2079112""","Special Education","*"
"Regional School District 07","LINKS","=""2079212""","Special Education","*"
"Regional School District 08","RHAM High School","=""2086112""","Non-Special Education",14.4
"Regional School District 08","RHAM High School","=""2086112""","Special Education",25.4
"Regional School District 08","RHAM Middle School","=""2085112""","Non-Special Education",14.1
"Regional School District 08","RHAM Middle School","=""2085112""","Special Education",27.3
"Regional School District 09","Joel Barlow High School","=""2096112""","Non-Special Education",13.3
"Regional School District 09","Joel Barlow High School","=""2096112""","Special Education",21.7
"Regional School District 10","Har-Bur Middle School","=""2105112""","Non-Special Education","*"
"Regional School District 10","Har-Bur Middle School","=""2105112""","Special Education","*"
"Regional School District 10","Harwinton Consolidated School","=""2100312""","Non-Special Education","*"
"Regional School District 10","Harwinton Consolidated School","=""2100312""","Special Education","*"
"Regional School District 10","Lake Garda Elementary School","=""2100212""","Non-Special Education",0.0
"Regional School District 10","Lake Garda Elementary School","=""2100212""","Special Education",0.0
"Regional School District 10","Lewis S. Mills High School","=""2106112""","Non-Special Education",23.1
"Regional School District 10","Lewis S. Mills High School","=""2106112""","Special Education",21.2
"Regional School District 11","Parish Hill High School","=""2116112""","Non-Special Education","*"
"Regional School District 11","Parish Hill High School","=""2116112""","Special Education","*"
"Regional School District 12","Booth Free School","=""2120212""","Non-Special Education","*"
"Regional School District 12","Booth Free School","=""2120212""","Special Education","*"
"Regional School District 12","Shepaug Valley High School","=""2126112""","Non-Special Education",10.3
"Regional School District 12","Shepaug Valley High School","=""2126112""","Special Education",14.3
"Regional School District 12","Shepaug Valley Middle School","=""2125112""","Non-Special Education","*"
"Regional School District 12","Shepaug Valley Middle School","=""2125112""","Special Education","*"
"Regional School District 12","The Burnham School","=""2120112""","Non-Special Education","*"
"Regional School District 12","The Burnham School","=""2120112""","Special Education","*"
"Regional School District 12","Washington Primary School","=""2120412""","Non-Special Education","*"
"Regional School District 12","Washington Primary School","=""2120412""","Special Education","*"
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Non-Special Education",4.8
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Special Education",20.5
"Regional School District 13","Francis E. Korn School","=""2130212""","Non-Special Education","*"
"Regional School District 13","Francis E. Korn School","=""2130212""","Special Education","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Non-Special Education","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Special Education","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","Non-Special Education","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","Special Education","*"
"Regional School District 13","John Lyman School","=""2130512""","Non-Special Education","*"
"Regional School District 13","John Lyman School","=""2130512""","Special Education","*"
"Regional School District 13","Middlefield Memorial School","=""2130412""","Non-Special Education",4.4
"Regional School District 13","Middlefield Memorial School","=""2130412""","Special Education",11.1
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Non-Special Education","*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Special Education","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""","Non-Special Education","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""","Special Education","*"
"Regional School District 14","Nonnewaug High School","=""2146112""","Non-Special Education","*"
"Regional School District 14","Nonnewaug High School","=""2146112""","Special Education","*"
"Regional School District 14","Woodbury Middle School","=""2145112""","Non-Special Education","*"
