"Chronic Absenteeism, 2015-16"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Regional School District 10","Harwinton Consolidated School","=""2100312""","Special Education",0.0
"Regional School District 10","Lake Garda Elementary School","=""2100212""","Non-Special Education","*"
"Regional School District 10","Lake Garda Elementary School","=""2100212""","Special Education","*"
"Regional School District 10","Lewis S. Mills High School","=""2106112""","Non-Special Education",13.2
"Regional School District 10","Lewis S. Mills High School","=""2106112""","Special Education",18.9
"Regional School District 11","Parish Hill High School","=""2116112""","Non-Special Education","*"
"Regional School District 11","Parish Hill High School","=""2116112""","Special Education","*"
"Regional School District 12","Booth Free School","=""2120212""","Non-Special Education","*"
"Regional School District 12","Booth Free School","=""2120212""","Special Education","*"
"Regional School District 12","Shepaug Valley School","=""2120312""","Non-Special Education",7.0
"Regional School District 12","Shepaug Valley School","=""2120312""","Special Education",10.4
"Regional School District 12","The Burnham School","=""2120112""","Non-Special Education","*"
"Regional School District 12","The Burnham School","=""2120112""","Special Education","*"
"Regional School District 12","Washington Primary School","=""2120412""","Non-Special Education","*"
"Regional School District 12","Washington Primary School","=""2120412""","Special Education","*"
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Non-Special Education",7.1
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Special Education",23.3
"Regional School District 13","Francis E. Korn School","=""2130212""","Non-Special Education","*"
"Regional School District 13","Francis E. Korn School","=""2130212""","Special Education","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Non-Special Education","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Special Education","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","Non-Special Education","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","Special Education","*"
"Regional School District 13","John Lyman School","=""2130512""","Non-Special Education","*"
"Regional School District 13","John Lyman School","=""2130512""","Special Education","*"
"Regional School District 13","Middlefield Memorial School","=""2130412""","Non-Special Education","*"
"Regional School District 13","Middlefield Memorial School","=""2130412""","Special Education","*"
"Regional School District 13","Middlesex Transition Academy","=""2130312""","Special Education","*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Non-Special Education","*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Special Education","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""","Non-Special Education","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""","Special Education","*"
"Regional School District 14","Nonnewaug High School","=""2146112""","Non-Special Education",5.3
"Regional School District 14","Nonnewaug High School","=""2146112""","Special Education",16.3
"Regional School District 14","Woodbury Middle School","=""2145112""","Non-Special Education","*"
"Regional School District 14","Woodbury Middle School","=""2145112""","Special Education","*"
"Regional School District 14","Nonnewaug Chiefs Alternative Program","=""2140312""","Special Education","*"
"Regional School District 14","Region 14 Transition Academy","=""2140412""","Special Education","*"
"Regional School District 15","Gainfield Elementary School","=""2150412""","Non-Special Education","*"
"Regional School District 15","Gainfield Elementary School","=""2150412""","Special Education","*"
"Regional School District 15","Long Meadow Elementary School","=""2150712""","Non-Special Education","*"
"Regional School District 15","Long Meadow Elementary School","=""2150712""","Special Education","*"
"Regional School District 15","MIJ Program","=""2150112""","Non-Special Education","*"
"Regional School District 15","MIJ Program","=""2150112""","Special Education","*"
"Regional School District 15","Memorial Middle School","=""2155212""","Non-Special Education","*"
"Regional School District 15","Memorial Middle School","=""2155212""","Special Education","*"
"Regional School District 15","Middlebury Elementary School","=""2150612""","Non-Special Education","*"
"Regional School District 15","Middlebury Elementary School","=""2150612""","Special Education","*"
"Regional School District 15","Pomperaug Regional High School","=""2156212""","Non-Special Education",2.3
"Regional School District 15","Pomperaug Regional High School","=""2156212""","Special Education",10.4
"Regional School District 15","Pomperaug School","=""2150512""","Non-Special Education","*"
"Regional School District 15","Pomperaug School","=""2150512""","Special Education","*"
"Regional School District 15","Rochambeau Middle School","=""2155112""","Non-Special Education",2.0
"Regional School District 15","Rochambeau Middle School","=""2155112""","Special Education",8.8
"Regional School District 16","Laurel Ledge School","=""2160112""","Non-Special Education",9.3
"Regional School District 16","Laurel Ledge School","=""2160112""","Special Education",22.6
"Regional School District 16","Long River Middle School","=""2165112""","Non-Special Education",5.4
"Regional School District 16","Long River Middle School","=""2165112""","Special Education",10.3
"Regional School District 16","Prospect Elementary School","=""2160512""","Non-Special Education","*"
"Regional School District 16","Prospect Elementary School","=""2160512""","Special Education","*"
"Regional School District 16","WRHS Alternative Education Program","=""2160412""","Non-Special Education","*"
"Regional School District 16","WRHS Alternative Education Program","=""2160412""","Special Education","*"
"Regional School District 16","Woodland Regional High School","=""2166012""","Non-Special Education",8.5
"Regional School District 16","Woodland Regional High School","=""2166012""","Special Education",16.0
"Regional School District 17","Burr District Elementary School","=""2170212""","Non-Special Education","*"
"Regional School District 17","Burr District Elementary School","=""2170212""","Special Education","*"
"Regional School District 17","Haddam Elementary School","=""2170112""","Non-Special Education","*"
"Regional School District 17","Haddam Elementary School","=""2170112""","Special Education","*"
"Regional School District 17","Haddam-Killingworth High School","=""2176112""","Non-Special Education",6.5
