"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Gender"

"",,,,"% Chronically Absent",,,,
"Norwalk School District","Brookside Elementary School","=""1030211""","Female",5.1,4.2,4.7,8.5,4.4
"Norwalk School District","Brookside Elementary School","=""1030211""","Male",4.1,4.6,5.3,5.0,4.5
"Norwalk School District","Columbus Magnet School","=""1030311""","Female","*","*","*","*","*"
"Norwalk School District","Columbus Magnet School","=""1030311""","Male","*","*","*","*","*"
"Norwalk School District","Cranbury Elementary School","=""1030411""","Female",4.1,6.4,2.9,4.7,6.1
"Norwalk School District","Cranbury Elementary School","=""1030411""","Male",3.5,4.2,6.1,3.6,5.2
"Norwalk School District","Fox Run Elementary School","=""1032011""","Female",9.3,10.1,6.6,7.0,4.2
"Norwalk School District","Fox Run Elementary School","=""1032011""","Male",5.9,7.9,8.1,6.6,7.6
"Norwalk School District","Jefferson Magnet School","=""1030711""","Female",5.9,8.0,5.8,10.8,6.6
"Norwalk School District","Jefferson Magnet School","=""1030711""","Male",7.7,10.2,8.5,14.4,8.0
"Norwalk School District","Kendall Elementary School","=""1030811""","Female",5.8,7.0,6.4,7.5,8.2
"Norwalk School District","Kendall Elementary School","=""1030811""","Male",7.0,9.3,10.3,7.5,6.5
"Norwalk School District","Marvin Elementary School","=""1032211""","Female",7.9,3.9,5.6,4.1,5.0
"Norwalk School District","Marvin Elementary School","=""1032211""","Male",6.0,6.7,5.6,4.8,3.3
"Norwalk School District","Naramake Elementary School","=""1032111""","Female","*",3.8,"*",4.6,5.3
"Norwalk School District","Naramake Elementary School","=""1032111""","Male","*",4.5,"*",3.2,6.8
"Norwalk School District","Nathan Hale Middle School","=""1035211""","Female",12.0,13.4,6.8,5.0,5.0
"Norwalk School District","Nathan Hale Middle School","=""1035211""","Male",12.5,16.1,10.9,11.9,8.6
"Norwalk School District","Norwalk High School","=""1036111""","Female",19.8,16.1,17.2,9.8,18.4
"Norwalk School District","Norwalk High School","=""1036111""","Male",18.1,18.1,15.8,8.0,18.3
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","Female",96.3,80.0,80.5,41.2,68.2
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","Male",94.3,84.2,80.0,45.9,70.0
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","Female",18.2,18.1,21.7,10.9,8.7
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","Male",18.6,20.2,24.4,13.6,9.2
"Norwalk School District","Roton Middle School","=""1035511""","Female",12.3,13.7,11.0,5.6,2.5
"Norwalk School District","Roton Middle School","=""1035511""","Male",13.3,12.2,11.4,7.4,8.6
"Norwalk School District","Rowayton School","=""1031311""","Female",2.9,5.1,8.0,7.1,4.9
"Norwalk School District","Rowayton School","=""1031311""","Male",6.5,8.3,8.7,6.6,5.3
"Norwalk School District","Silvermine Elementary School","=""1032311""","Female",11.6,11.6,9.5,13.6,7.8
"Norwalk School District","Silvermine Elementary School","=""1032311""","Male",5.9,7.5,7.3,7.3,5.7
"Norwalk School District","Tracey School","=""1031411""","Female",6.4,8.3,4.3,10.8,10.3
"Norwalk School District","Tracey School","=""1031411""","Male",3.4,9.0,5.1,7.4,7.5
"Norwalk School District","West Rocks Middle School","=""1035411""","Female",11.3,8.5,9.1,7.8,10.9
"Norwalk School District","West Rocks Middle School","=""1035411""","Male",13.8,9.7,10.4,8.3,6.5
"Norwalk School District","Wolfpit School","=""1032411""","Female","*",5.3,"*",4.8,"*"
"Norwalk School District","Wolfpit School","=""1032411""","Male","*",5.3,"*",5.8,"*"
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","Female",11.7,12.6,33.0,16.5,10.3
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","Male",9.6,10.2,28.8,14.0,10.0
"Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Female","N/A","N/A","N/A","*","*"
"Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Male","N/A","N/A","N/A","*","*"
"Norwich Free Academy District","Alternative Pathways to Success","=""9010322""","Female","N/A","N/A","N/A","N/A","*"
"Norwich Free Academy District","Alternative Pathways to Success","=""9010322""","Male","N/A","N/A","N/A","N/A","*"
"Norwich Free Academy District","Night School","=""9010222""","Female","N/A","N/A","N/A","N/A","*"
"Norwich Free Academy District","Night School","=""9010222""","Male","N/A","N/A","N/A","N/A","*"
"Norwich School District","Virtual Learning Academy","=""1049211""","Female","N/A","*","*","*","*"
"Norwich School District","Virtual Learning Academy","=""1049211""","Male","N/A","*","*","*","*"
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""","Female","*","*","*","N/A","N/A"
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""","Male","*","*","*","N/A","N/A"
"Norwich School District","Hickory Street School","=""1049011""","Female","*","N/A","N/A","*","N/A"
"Norwich School District","Hickory Street School","=""1049011""","Male","*","*","*","*","N/A"
"Norwich School District","John B. Stanton Network School","=""1041411""","Female",10.6,11.3,12.2,10.6,10.7
"Norwich School District","John B. Stanton Network School","=""1041411""","Male",10.9,10.7,6.8,8.2,5.0
"Norwich School District","Kelly Middle School","=""1045111""","Female",15.5,11.2,15.9,15.7,8.9
"Norwich School District","Kelly Middle School","=""1045111""","Male",13.3,14.9,15.4,13.5,10.2
"Norwich School District","Moriarty Magnet School","=""1042011""","Female",13.2,19.3,17.5,10.1,8.7
"Norwich School District","Moriarty Magnet School","=""1042011""","Male",16.3,17.4,20.7,13.9,12.1
"Norwich School District","Samuel Huntington School","=""1040811""","Female",14.2,12.0,12.8,11.2,"*"
"Norwich School District","Samuel Huntington School","=""1040811""","Male",9.1,6.6,9.2,9.7,"*"
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","Female",11.4,10.9,12.9,9.8,5.9
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","Male",10.6,8.3,15.8,15.7,9.9
"Norwich School District","Thames River Academy","=""1046111""","Female",84.8,"N/A","N/A","N/A","N/A"
"Norwich School District","Thames River Academy","=""1046111""","Male",79.5,"N/A","N/A","N/A","N/A"
"Norwich School District","Thomas W. Mahan School","=""1041711""","Female",7.4,8.3,5.3,7.3,"*"
"Norwich School District","Thomas W. Mahan School","=""1041711""","Male",5.2,6.7,8.4,9.1,"*"
"Norwich School District","Uncas Network School","=""1041911""","Female",18.6,20.5,18.2,9.6,"*"
"Norwich School District","Uncas Network School","=""1041911""","Male",16.4,15.2,11.8,14.9,"*"
"Norwich School District","Veterans' Memorial School","=""1041811""","Female",7.6,11.9,17.3,13.0,16.3
"Norwich School District","Veterans' Memorial School","=""1041811""","Male",13.3,10.7,8.6,8.6,8.5
"Norwich School District","Wequonnoc Magnet School","=""1041511""","Female",10.6,8.7,13.9,10.1,6.5
"Norwich School District","Wequonnoc Magnet School","=""1041511""","Male",18.3,14.8,16.1,17.6,7.7
"Norwich School District","ABA Autism Program","=""1040411""","Female","N/A","N/A","N/A","N/A","*"
"Norwich School District","ABA Autism Program","=""1040411""","Male","N/A","N/A","N/A","N/A","*"
"Norwich School District","IRS Program at Uncas","=""1040711""","Female","N/A","N/A","N/A","N/A","*"
"Norwich School District","IRS Program at Uncas","=""1040711""","Male","N/A","N/A","N/A","N/A","*"
"Norwich School District","Special Needs Program","=""1040511""","Female","N/A","N/A","N/A","N/A","*"
"Norwich School District","Special Needs Program","=""1040511""","Male","N/A","N/A","N/A","N/A","*"
"Norwich School District","IRS Program at Moriarty","=""1040911""","Male","N/A","N/A","N/A","N/A","*"
"Odyssey Community School District","Odyssey Community School","=""2635113""","Female",8.3,10.4,11.8,9.4,"*"
"Odyssey Community School District","Odyssey Community School","=""2635113""","Male",9.6,8.5,11.5,5.3,"*"
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","Female",4.7,6.4,"*","*",4.6
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","Male",4.7,3.4,"*","*",3.7
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","Female",7.1,4.6,5.0,"*",2.4
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","Male",3.8,4.0,2.5,"*",2.5
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","Female",39.0,42.4,11.5,31.0,13.1
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","Male",30.5,30.6,8.0,28.1,11.4
"Orange School District","Mary L. Tracy School","=""1070211""","Female","*",10.7,"*","*","*"
"Orange School District","Mary L. Tracy School","=""1070211""","Male","*",7.4,"*","*","*"
"Orange School District","Peck Place School","=""1070511""","Female","*",3.4,5.6,"*","*"
"Orange School District","Peck Place School","=""1070511""","Male","*",3.4,5.1,"*","*"
"Orange School District","Race Brook School","=""1070311""","Female",5.5,4.1,4.7,"*",4.0
"Orange School District","Race Brook School","=""1070311""","Male",3.7,6.7,4.8,"*",3.5
"Orange School District","Turkey Hill School","=""1070411""","Female","*","*","*","*","*"
"Orange School District","Turkey Hill School","=""1070411""","Male","*","*","*","*","*"
"Oxford School District","Great Oak School","=""1085111""","Female",6.9,8.5,5.0,8.3,7.1
"Oxford School District","Great Oak School","=""1085111""","Male",5.5,7.0,7.5,4.7,8.4
"Oxford School District","Oxford Center School","=""1080111""","Female",4.2,4.8,3.0,2.4,"*"
"Oxford School District","Oxford Center School","=""1080111""","Male",4.7,4.2,3.0,2.6,"*"
"Oxford School District","Oxford High School","=""1086011""","Female",9.9,18.0,20.6,17.3,15.7
"Oxford School District","Oxford High School","=""1086011""","Male",9.7,10.5,12.1,12.5,8.7
"Oxford School District","Quaker Farms School","=""1080311""","Female","*",4.0,3.1,"*","*"
"Oxford School District","Quaker Farms School","=""1080311""","Male","*",3.1,3.9,"*","*"
"Oxford School District","Alternative Education","=""1080411""","Female","N/A","N/A","N/A","N/A","*"
"Oxford School District","Alternative Education","=""1080411""","Male","N/A","N/A","N/A","N/A","*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","Female",5.2,5.2,"*",6.3,"*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","Male",12.7,4.7,"*",9.8,"*"
"Path Academy District","Path Academy","=""2930113""","Female","N/A","N/A","N/A",84.0,100.0
"Path Academy District","Path Academy","=""2930113""","Male","N/A","N/A","N/A",81.8,100.0
"Plainfield School District","Moosup Elementary School","=""1090111""","Female",11.6,13.6,"*",3.5,3.6
"Plainfield School District","Moosup Elementary School","=""1090111""","Male",5.6,9.6,"*",5.0,4.5
"Plainfield School District","Plainfield Central School","=""1095111""","Female",8.0,8.8,11.2,4.0,4.4
"Plainfield School District","Plainfield Central School","=""1095111""","Male",8.9,12.4,12.3,8.6,8.8
"Plainfield School District","Plainfield High School","=""1096111""","Female",19.7,15.4,17.5,16.0,19.4
"Plainfield School District","Plainfield High School","=""1096111""","Male",21.4,20.3,20.1,17.9,23.9
"Plainfield School District","Plainfield Memorial School","=""1090311""","Female",6.5,3.6,8.7,6.3,4.4
"Plainfield School District","Plainfield Memorial School","=""1090311""","Male",8.5,6.5,6.7,4.7,4.1
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","Female",8.6,10.4,11.4,7.8,13.2
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","Male",4.1,10.6,10.8,10.1,14.3
"Plainville School District","Frank T. Wheeler School","=""1100411""","Female","*","*","*","*",5.8
"Plainville School District","Frank T. Wheeler School","=""1100411""","Male","*","*","*","*",4.9
"Plainville School District","Linden Street School","=""1100211""","Female",6.4,5.2,3.8,10.6,8.9
"Plainville School District","Linden Street School","=""1100211""","Male",10.0,5.6,3.8,7.5,3.2
"Plainville School District","Louis Toffolon School","=""1100511""","Female",4.5,"*",3.8,"*",3.5
"Plainville School District","Louis Toffolon School","=""1100511""","Male",3.5,"*",4.0,"*",4.6
"Plainville School District","Middle School of Plainville","=""1105211""","Female",4.6,6.3,7.4,9.5,7.0
"Plainville School District","Middle School of Plainville","=""1105211""","Male",5.5,7.8,8.0,12.5,8.1
"Plainville School District","Plainville High School","=""1106111""","Female",22.5,25.4,13.1,7.5,12.3
"Plainville School District","Plainville High School","=""1106111""","Male",18.5,19.6,12.9,8.7,11.3
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","Female",3.0,7.7,10.2,12.1,7.1
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","Male",10.4,7.0,7.7,7.0,5.9
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","Female",8.8,11.4,10.6,8.3,8.0
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","Male",12.8,15.5,15.7,8.4,8.1
"Plymouth School District","Plymouth Center School","=""1110211""","Female",8.2,7.2,6.0,7.6,"*"
"Plymouth School District","Plymouth Center School","=""1110211""","Male",6.7,9.0,9.7,10.8,"*"
"Plymouth School District","Terryville High School","=""1116111""","Female",7.4,9.9,5.3,17.3,22.2
"Plymouth School District","Terryville High School","=""1116111""","Male",8.7,11.1,7.3,18.2,18.9
"Plymouth School District","Plymouth Alternative High School","=""1117111""","Female","N/A","N/A","*","*","N/A"
"Plymouth School District","Plymouth Alternative High School","=""1117111""","Male","N/A","N/A","*","*","*"
"Pomfret School District","Pomfret Community School","=""1120111""","Female",2.6,3.2,"*","*","*"
"Pomfret School District","Pomfret Community School","=""1120111""","Male",3.0,4.1,"*","*","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","Female","*","*","*","*","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","Male","*","*","*","*","*"
"Portland School District","Gildersleeve School","=""1130411""","Female","*","*","*","*","*"
"Portland School District","Gildersleeve School","=""1130411""","Male","*","*","*","*","*"
"Portland School District","Portland High School","=""1136111""","Female",10.2,8.6,9.0,11.5,10.1
