"Chronic Absenteeism, 2014-15"
", All Schools, Free/Reduced Price Meal Eligibility"

"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Eligible For Free Lunch",7.4
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Eligible For Free Lunch","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Eligible For Free Lunch",5.8
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Not Eligible For Lunch",3.5
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Eligible For Reduced Lunch",0.0
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Eligible For Free Lunch","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Not Eligible For Lunch",3.5
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Eligible For Free Lunch",15.1
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Eligible For Free Lunch",10.0
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Eligible For Free Lunch",5.9
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Not Eligible For Lunch",3.8
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Eligible For Reduced Lunch",0.0
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Eligible For Free Lunch",6.7
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Eligible For Free Lunch",14.2
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Eligible For Free Lunch","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Not Eligible For Lunch",7.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Eligible For Free Lunch",42.6
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Eligible For Free Lunch",13.7
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Eligible For Free Lunch",8.7
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Eligible For Free Lunch",17.2
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Eligible For Free Lunch",10.1
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Eligible For Free Lunch",9.7
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Eligible For Free Lunch",10.4
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Eligible For Free Lunch",7.1
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Eligible For Reduced Lunch","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Eligible For Free Lunch","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Not Eligible For Lunch","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Eligible For Free Lunch",23.4
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Not Eligible For Lunch",9.6
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Eligible For Reduced Lunch",12.2
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Eligible For Free Lunch","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Eligible For Free Lunch","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Eligible For Free Lunch","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Not Eligible For Lunch",0.0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Eligible For Free Lunch",18.3
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Eligible For Free Lunch",15.5
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Eligible For Free Lunch",15.2
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Eligible For Free Lunch",14.8
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Not Eligible For Lunch",8.7
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Eligible For Reduced Lunch",9.3
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Eligible For Free Lunch",9.5
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Eligible For Free Lunch",13.8
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Eligible For Free Lunch",10.8
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Eligible For Free Lunch",16.5
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Eligible For Reduced Lunch","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Eligible For Free Lunch","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Not Eligible For Lunch",7.1
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Eligible For Reduced Lunch","*"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","Eligible For Free Lunch","*"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","Not Eligible For Lunch","*"
