"Chronic Absenteeism, 2012-13"
", All Schools, Grade"

"District","District Code","School","School Code","Grade","% Chronically Absent"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Grade   1","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Grade   2",10.7
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Grade   3","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Grade   4","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Grade   5","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Grade   9",19.0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Grade 10",18.8
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Grade 11",20.9
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Grade 12",19.8
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Grade   7","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Grade   8","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Grade   9",59.1
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Grade 10",64.0
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Grade 11","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Grade 12","*"
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","Grade 12","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Kindergarten","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Grade   1",14.3
"Manchester School District","=""0770011""","Martin School","=""0771611""","Grade   2","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Grade   3","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Grade   4","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Grade   5","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Kindergarten",16.0
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Grade   1","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Grade   2","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Grade   3","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Grade   4","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Grade   5",0.0
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Kindergarten",20.5
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Grade   1",16.2
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Grade   2","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Grade   3","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Grade   4","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Grade   5","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Kindergarten",11.8
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Grade   1","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Grade   2","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Grade   3","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Grade   4","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Grade   5","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Kindergarten",28.8
"Manchester School District","=""0770011""","Washington School","=""0771411""","Grade   1",20.0
"Manchester School District","=""0770011""","Washington School","=""0771411""","Grade   2",11.9
"Manchester School District","=""0770011""","Washington School","=""0771411""","Grade   3",16.7
"Manchester School District","=""0770011""","Washington School","=""0771411""","Grade   4",15.0
"Manchester School District","=""0770011""","Washington School","=""0771411""","Grade   5","*"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Kindergarten",14.3
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Grade   1","*"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Grade   2","*"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Grade   3","*"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Grade   4","*"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Kindergarten","*"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Grade   1","*"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Grade   2",0.0
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Grade   3",0.0
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Grade   4",0.0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Grade   4","*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Grade   5","*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Grade   6","*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Grade   7",9.2
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Grade   8",6.4
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","Kindergarten","*"
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","Grade   1","*"
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","Grade   2","*"
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","Grade   3","*"
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","Grade   4","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Kindergarten","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Grade   1","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Grade   2","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Grade   3","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Grade   4","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Grade   5","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Grade   6","*"
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Kindergarten",17.6
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Grade   1",15.1
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Grade   2",14.3
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Grade   3",15.7
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Grade   4","*"
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Grade   5",7.9
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Kindergarten",15.5
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Grade   1","*"
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Grade   2","*"
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Grade   3",9.8
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Grade   4",9.6
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Grade   5",10.8
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Grade   1",20.0
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Grade   2",7.5
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Grade   3",13.0
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Grade   4",7.4
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Grade   5",7.8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Grade   9",23.7
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Grade 10",9.2
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Grade 11",8.9
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Grade 12",25.3
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Kindergarten",20.8
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Grade   1",16.0
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Grade   2","*"
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Grade   3",13.8
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Grade   4",9.5
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Grade   5","*"
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Kindergarten",13.5
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Grade   1",17.5
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Grade   2",6.3
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Grade   3",8.2
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Grade   4",7.4
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Grade   5",10.1
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Kindergarten",31.6
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Grade   1",14.1
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Grade   2",12.4
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Grade   3",21.1
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Grade   4",14.5
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Grade   5",12.5
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","Grade   6",11.5
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","Grade   7",21.4
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","Grade   8",20.9
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Grade   9",28.5
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Grade 10",25.0
