"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Race/Ethnicity"

"",,,,"% Chronically Absent",,,,
"Milford School District","Pumpkin Delight School","=""0841011""","Native Hawaiian or Other Pacific Islander","N/A","*","*","*","*"
"Milford School District","Pumpkin Delight School","=""0841011""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Milford School District","Pumpkin Delight School","=""0841011""","White",7.4,4.7,5.2,6.0,4.7
"Milford School District","West Shore Middle School","=""0845311""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","*"
"Milford School District","West Shore Middle School","=""0845311""","Asian","*","*","*","*",0.0
"Milford School District","West Shore Middle School","=""0845311""","Black or African American","*","*","*","*","*"
"Milford School District","West Shore Middle School","=""0845311""","Hispanic/Latino of any race",14.3,"*",13.6,"*","*"
"Milford School District","West Shore Middle School","=""0845311""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","*"
"Milford School District","West Shore Middle School","=""0845311""","Two or More Races","N/A","*","*","*","*"
"Milford School District","West Shore Middle School","=""0845311""","White",9.9,14.2,10.0,6.8,8.7
"Milford School District","The Academy","=""0840311""","Black or African American","N/A","N/A","N/A","*","*"
"Milford School District","The Academy","=""0840311""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Milford School District","The Academy","=""0840311""","White","N/A","N/A","N/A",92.9,78.7
"Monroe School District","Jockey Hollow School","=""0855211""","American Indian or Alaska Native","*","*","*","*","*"
"Monroe School District","Jockey Hollow School","=""0855211""","Asian","*",0.0,"*","*","*"
"Monroe School District","Jockey Hollow School","=""0855211""","Black or African American","*","*","*","*","*"
"Monroe School District","Jockey Hollow School","=""0855211""","Hispanic/Latino of any race","*","*",9.7,"*","*"
"Monroe School District","Jockey Hollow School","=""0855211""","Two or More Races","*","*","*","*",0.0
"Monroe School District","Jockey Hollow School","=""0855211""","White",8.6,6.5,4.2,3.0,3.7
"Monroe School District","Masuk High School","=""0856111""","American Indian or Alaska Native","*","*","*","*","*"
"Monroe School District","Masuk High School","=""0856111""","Asian",0.0,"*",0.0,0.0,0.0
"Monroe School District","Masuk High School","=""0856111""","Black or African American","*","*","*","*","*"
"Monroe School District","Masuk High School","=""0856111""","Hispanic/Latino of any race","*",16.9,"*",0.0,"*"
"Monroe School District","Masuk High School","=""0856111""","Two or More Races","*","*","*","*","*"
"Monroe School District","Masuk High School","=""0856111""","White",8.9,9.7,5.7,2.9,2.5
"Monroe School District","Stepney Elementary School","=""0850311""","American Indian or Alaska Native","*","*","*","*","*"
"Monroe School District","Stepney Elementary School","=""0850311""","Asian","*","*","*","*","*"
"Monroe School District","Stepney Elementary School","=""0850311""","Black or African American","*","*","*","*","*"
"Monroe School District","Stepney Elementary School","=""0850311""","Hispanic/Latino of any race","*","*","*",0.0,"*"
"Monroe School District","Stepney Elementary School","=""0850311""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*"
"Monroe School District","Stepney Elementary School","=""0850311""","Two or More Races","*","*","*","*","*"
"Monroe School District","Stepney Elementary School","=""0850311""","White",2.7,2.3,1.7,2.6,"*"
"Monroe School District","Fawn Hollow Elementary School","=""0850511""","American Indian or Alaska Native","N/A","*","*","*","*"
"Monroe School District","Fawn Hollow Elementary School","=""0850511""","Asian","*","*",0.0,0.0,"*"
"Monroe School District","Fawn Hollow Elementary School","=""0850511""","Black or African American","*","*","*","*","*"
"Monroe School District","Fawn Hollow Elementary School","=""0850511""","Hispanic/Latino of any race","*",0.0,0.0,"*",0.0
"Monroe School District","Fawn Hollow Elementary School","=""0850511""","Two or More Races","*","*","*","*","*"
"Monroe School District","Fawn Hollow Elementary School","=""0850511""","White",2.3,2.2,"*","*","*"
"Monroe School District","Monroe Elementary School","=""0850111""","American Indian or Alaska Native","N/A","*","*","*","*"
"Monroe School District","Monroe Elementary School","=""0850111""","Asian","*","*","*","*","*"
"Monroe School District","Monroe Elementary School","=""0850111""","Black or African American","*","*","*","*","*"
"Monroe School District","Monroe Elementary School","=""0850111""","Hispanic/Latino of any race","*","*","*","*",0.0
"Monroe School District","Monroe Elementary School","=""0850111""","Two or More Races","*","*","*","*","*"
"Monroe School District","Monroe Elementary School","=""0850111""","White",2.7,"*",2.4,"*",0.0
"Monroe School District","Masuk Alternative Program","=""0850211""","Hispanic/Latino of any race","N/A","N/A","N/A","*","N/A"
"Monroe School District","Masuk Alternative Program","=""0850211""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Monroe School District","Masuk Alternative Program","=""0850211""","White","N/A","N/A","N/A","*","*"
"Monroe School District","REAL","=""0850411""","Hispanic/Latino of any race","N/A","N/A","N/A","*","N/A"
"Monroe School District","REAL","=""0850411""","White","N/A","N/A","N/A","*","N/A"
"Montville School District","Dr. Charles E. Murphy School","=""0860711""","American Indian or Alaska Native","*","*","*","*","*"
"Montville School District","Dr. Charles E. Murphy School","=""0860711""","Asian","*","*","*","*","*"
"Montville School District","Dr. Charles E. Murphy School","=""0860711""","Black or African American","*","*","N/A","*","*"
"Montville School District","Dr. Charles E. Murphy School","=""0860711""","Hispanic/Latino of any race","*","*","*","*","*"
"Montville School District","Dr. Charles E. Murphy School","=""0860711""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Montville School District","Dr. Charles E. Murphy School","=""0860711""","Two or More Races",17.5,"*","*",0.0,0.0
"Montville School District","Dr. Charles E. Murphy School","=""0860711""","White",4.4,"*",2.3,3.3,"*"
"Montville School District","Leonard J. Tyl Middle School","=""0865111""","American Indian or Alaska Native","*","*","*","*","*"
"Montville School District","Leonard J. Tyl Middle School","=""0865111""","Asian","*","*","*",0.0,0.0
"Montville School District","Leonard J. Tyl Middle School","=""0865111""","Black or African American",0.0,0.0,"*","*","*"
"Montville School District","Leonard J. Tyl Middle School","=""0865111""","Hispanic/Latino of any race",11.1,9.8,"*","*","*"
"Montville School District","Leonard J. Tyl Middle School","=""0865111""","Native Hawaiian or Other Pacific Islander","*","*","N/A","N/A","N/A"
"Montville School District","Leonard J. Tyl Middle School","=""0865111""","Two or More Races","*","*","*","*","*"
"Montville School District","Leonard J. Tyl Middle School","=""0865111""","White",6.6,6.1,8.3,7.1,8.2
"Montville School District","Mohegan School","=""0860111""","American Indian or Alaska Native","*","*","*","*","N/A"
"Montville School District","Mohegan School","=""0860111""","Asian","*","*","*",0.0,0.0
"Montville School District","Mohegan School","=""0860111""","Black or African American","*","*","*","*","*"
"Montville School District","Mohegan School","=""0860111""","Hispanic/Latino of any race","*","*","*","*","*"
"Montville School District","Mohegan School","=""0860111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","*","*"
"Montville School District","Mohegan School","=""0860111""","Two or More Races","*","*","*","*","*"
"Montville School District","Mohegan School","=""0860111""","White",5.6,7.1,7.3,"*","*"
"Montville School District","Montville High School","=""0866111""","American Indian or Alaska Native","*","*","*","*","*"
"Montville School District","Montville High School","=""0866111""","Asian","*","*","*","*","*"
"Montville School District","Montville High School","=""0866111""","Black or African American","*","*","*","*","*"
"Montville School District","Montville High School","=""0866111""","Hispanic/Latino of any race",15.7,13.0,"*",17.2,"*"
"Montville School District","Montville High School","=""0866111""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Montville School District","Montville High School","=""0866111""","Two or More Races",17.1,18.6,28.9,"*",21.3
"Montville School District","Montville High School","=""0866111""","White",10.7,8.2,8.1,10.1,10.1
"Montville School District","Oakdale School","=""0860511""","American Indian or Alaska Native","*","*","*","*","*"
"Montville School District","Oakdale School","=""0860511""","Asian","*","*","*","*","*"
"Montville School District","Oakdale School","=""0860511""","Black or African American","*","*","*","*","*"
"Montville School District","Oakdale School","=""0860511""","Hispanic/Latino of any race",0.0,"*",0.0,0.0,0.0
"Montville School District","Oakdale School","=""0860511""","Two or More Races","*","*","*","*","*"
"Montville School District","Oakdale School","=""0860511""","White",4.8,4.9,3.8,"*","*"
"Montville School District","Palmer Academy","=""0869011""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Montville School District","Palmer Academy","=""0869011""","Black or African American","N/A","*","N/A","N/A","*"
"Montville School District","Palmer Academy","=""0869011""","Hispanic/Latino of any race","*","*","*","*","N/A"
"Montville School District","Palmer Academy","=""0869011""","Two or More Races","*","*","*","*","*"
"Montville School District","Palmer Academy","=""0869011""","White","*",65.0,"*","*",61.9
"Naugatuck School District","Hillside Intermediate School","=""0880411""","American Indian or Alaska Native","*","N/A","N/A","N/A","N/A"
"Naugatuck School District","Hillside Intermediate School","=""0880411""","Asian","*","*","*","*","*"
"Naugatuck School District","Hillside Intermediate School","=""0880411""","Black or African American","*","*",0.0,"*","*"
"Naugatuck School District","Hillside Intermediate School","=""0880411""","Hispanic/Latino of any race",13.1,16.0,"*",12.8,"*"
"Naugatuck School District","Hillside Intermediate School","=""0880411""","Native Hawaiian or Other Pacific Islander","*","N/A","N/A","N/A","N/A"
"Naugatuck School District","Hillside Intermediate School","=""0880411""","Two or More Races","*","*","*","*","*"
"Naugatuck School District","Hillside Intermediate School","=""0880411""","White",8.2,10.4,5.9,10.7,5.9
"Naugatuck School District","Hop Brook Elementary School","=""0880511""","American Indian or Alaska Native","*","*","*","*","*"
"Naugatuck School District","Hop Brook Elementary School","=""0880511""","Asian","*","*","*","*","*"
"Naugatuck School District","Hop Brook Elementary School","=""0880511""","Black or African American","*","*","*","*","*"
"Naugatuck School District","Hop Brook Elementary School","=""0880511""","Hispanic/Latino of any race","*",13.2,8.8,12.7,14.9
"Naugatuck School District","Hop Brook Elementary School","=""0880511""","Two or More Races","*","*","*","*","*"
"Naugatuck School District","Hop Brook Elementary School","=""0880511""","White",8.2,12.6,6.0,4.8,6.6
"Naugatuck School District","Maple Hill School","=""0880311""","American Indian or Alaska Native","*","*","*","*","*"
"Naugatuck School District","Maple Hill School","=""0880311""","Asian","*",0.0,"*","*",0.0
"Naugatuck School District","Maple Hill School","=""0880311""","Black or African American","*",0.0,"*",0.0,0.0
"Naugatuck School District","Maple Hill School","=""0880311""","Hispanic/Latino of any race",14.0,"*",13.9,"*","*"
"Naugatuck School District","Maple Hill School","=""0880311""","Two or More Races","*","*","*","*","*"
"Naugatuck School District","Maple Hill School","=""0880311""","White",7.9,"*",6.3,4.3,3.9
