"Chronic Absenteeism, 2014-15"
", All Schools, English Learner Status"

"District","District Code","School","School Code","English Learner Status","% Chronically Absent"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","ELL","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Non-ELL","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","ELL","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Non-ELL","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELL",7.8
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-ELL",8.9
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELL","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-ELL","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","ELL",12.7
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Non-ELL",12.3
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","ELL","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Non-ELL","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","ELL","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Non-ELL","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","ELL",11.4
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Non-ELL",9.9
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","ELL",8.0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Non-ELL",9.4
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","ELL",8.9
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Non-ELL",7.9
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","ELL","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Non-ELL","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Non-ELL","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELL",14.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-ELL",15.3
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Non-ELL","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","ELL","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Non-ELL","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","ELL",5.7
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Non-ELL",11.0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","ELL",9.0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Non-ELL",15.2
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","ELL",18.2
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Non-ELL",10.9
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","ELL","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Non-ELL","*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","ELL",12.3
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Non-ELL",12.9
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","ELL",11.3
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Non-ELL",7.2
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","ELL","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Non-ELL","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","ELL","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Non-ELL","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","ELL","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Non-ELL","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","ELL","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Non-ELL","*"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","ELL",0.0
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","Non-ELL",2.0
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","ELL","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","Non-ELL","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELL","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-ELL","*"
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","ELL","*"
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","Non-ELL","*"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","ELL","*"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","Non-ELL","*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""","ELL","*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""","Non-ELL","*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","ELL","*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","Non-ELL","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","ELL","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","Non-ELL","*"
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","ELL","*"
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","Non-ELL","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELL","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-ELL","*"
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","ELL","*"
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","Non-ELL","*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","Non-ELL",8.1
"Path Academy District","=""2930013""","Path Academy","=""2930113""","ELL",77.1
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Non-ELL",85.2
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","ELL","*"
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","Non-ELL","*"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","ELL","*"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","Non-ELL","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELL","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-ELL","*"
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","Non-ELL",5.5
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","ELL","*"
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","Non-ELL","*"
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","ELL",0.0
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","Non-ELL",4.2
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","ELL","*"
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","Non-ELL","*"
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","ELL","*"
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","Non-ELL","*"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","ELL","*"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","Non-ELL","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELL","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-ELL","*"
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","ELL","*"
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","Non-ELL","*"
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","ELL","*"
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","Non-ELL","*"
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","Non-ELL","*"
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","ELL","*"
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","Non-ELL","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELL","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-ELL","*"
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","ELL","*"
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","Non-ELL","*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","Non-ELL",5.6
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","ELL","*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","Non-ELL","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELL","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-ELL","*"
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","Non-ELL",8.4
"Portland School District","=""1130011""","Valley View School","=""1130211""","ELL","*"
"Portland School District","=""1130011""","Valley View School","=""1130211""","Non-ELL","*"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","ELL","*"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","Non-ELL","*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","ELL","*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","Non-ELL","*"
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","Non-ELL","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Non-ELL","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","ELL","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","Non-ELL","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELL","*"
